local,total_area_plantada_hectare,total_cacau_semente_hectare
Conceição das Alagoas (MG),85621,-
Conceição de Ipanema (MG),1123,-
Conceição do Mato Dentro (MG),1450,-
Conceição do Pará (MG),850,-
Conceição do Rio Verde (MG),9835,-
Conceição dos Ouros (MG),1228,-
Cônego Marinho (MG),2130,-
Confins (MG),20,-
Congonhal (MG),868,-
Congonhas (MG),381,-
Congonhas do Norte (MG),1141,-
Conquista (MG),31745,-
Conselheiro Lafaiete (MG),408,-
Conselheiro Pena (MG),10023,-
Consolação (MG),134,-
Contagem (MG),...,...
Coqueiral (MG),10496,-
Coração de Jesus (MG),12760,-
Cordisburgo (MG),970,-
Cordislândia (MG),3835,-
Corinto (MG),2757,-
Coroaci (MG),935,-
Coromandel (MG),78328,-
Coronel Fabriciano (MG),115,-
Coronel Murta (MG),573,-
Coronel Pacheco (MG),596,-
Coronel Xavier Chaves (MG),1472,-
Córrego Danta (MG),875,-
Córrego do Bom Jesus (MG),670,-
Córrego Fundo (MG),1622,-
Córrego Novo (MG),548,-
Couto de Magalhães de Minas (MG),350,-
Crisólita (MG),486,-
Cristais (MG),12812,-
Cristália (MG),839,-
Cristiano Otoni (MG),651,-
Cristina (MG),3415,-
Crucilândia (MG),1027,-
Cruzeiro da Fortaleza (MG),4368,-
Cruzília (MG),6649,-
Cuparaque (MG),622,-
Curral de Dentro (MG),903,-
Curvelo (MG),2820,-
Datas (MG),1093,-
Delfim Moreira (MG),470,-
Delfinópolis (MG),13800,-
Delta (MG),5480,-
Descoberto (MG),222,-
Desterro de Entre Rios (MG),3098,-
Desterro do Melo (MG),1715,-
Diamantina (MG),2314,-
Diogo de Vasconcelos (MG),2192,-
Dionísio (MG),514,-
Divinésia (MG),399,-
Divino (MG),14293,-
Divino das Laranjeiras (MG),171,-
Divinolândia de Minas (MG),424,-
Divinópolis (MG),568,-
Divisa Alegre (MG),492,-
Divisa Nova (MG),3243,-
Divisópolis (MG),2524,-
Dom Bosco (MG),2858,-
Dom Cavati (MG),539,-
Dom Joaquim (MG),649,-
Dom Silvério (MG),294,-
Dom Viçoso (MG),808,-
Dona Euzébia (MG),81,-
Dores de Campos (MG),149,-
Dores de Guanhães (MG),610,-
Dores do Indaiá (MG),1766,-
Dores do Turvo (MG),930,-
Doresópolis (MG),545,-
Douradoquara (MG),68,-
Durandé (MG),6047,-
Elói Mendes (MG),12441,-
Engenheiro Caldas (MG),372,-
Engenheiro Navarro (MG),1595,-
Entre Folhas (MG),1269,-
Entre Rios de Minas (MG),4788,-
Ervália (MG),10317,-
Esmeraldas (MG),688,-
Espera Feliz (MG),10926,-
Espinosa (MG),4422,-
Espírito Santo do Dourado (MG),2960,-
Estiva (MG),1116,-
Estrela Dalva (MG),203,-
Estrela do Indaiá (MG),1630,-
Estrela do Sul (MG),9998,-
Eugenópolis (MG),2782,-
Ewbank da Câmara (MG),197,-
Extrema (MG),389,-
Fama (MG),1748,-
Faria Lemos (MG),1079,-
Felício dos Santos (MG),1687,-
São Gonçalo do Rio Preto (MG),443,-
Felisburgo (MG),1172,-
Felixlândia (MG),1758,-
Fernandes Tourinho (MG),477,-
Ferros (MG),2705,-
Fervedouro (MG),4994,-
Florestal (MG),313,-
Formiga (MG),15260,-
Formoso (MG),34740,-
Fortaleza de Minas (MG),2453,-
Fortuna de Minas (MG),263,-
Francisco Badaró (MG),670,-
Francisco Dumont (MG),938,-
Francisco Sá (MG),3757,-
Franciscópolis (MG),1001,-
Frei Gaspar (MG),1038,-
Frei Inocêncio (MG),456,-
Frei Lagonegro (MG),482,-
Fronteira (MG),6109,-
Fronteira dos Vales (MG),258,-
Fruta de Leite (MG),1257,-
Frutal (MG),77280,-
Funilândia (MG),560,-
Galiléia (MG),374,-
Gameleiras (MG),1908,-
Glaucilândia (MG),1996,-
Goiabeira (MG),136,-
Goianá (MG),237,-
Gonçalves (MG),316,-
Gonzaga (MG),410,-
Gouveia (MG),599,-
Governador Valadares (MG),2374,-
Grão Mogol (MG),3534,-
Grupiara (MG),815,-
Guanhães (MG),1275,-
Guapé (MG),10847,-
Guaraciaba (MG),2481,-
Guaraciama (MG),2189,-
Guaranésia (MG),8276,-
Guarani (MG),510,-
Guarará (MG),88,-
Guarda-Mor (MG),76754,-
Guaxupé (MG),8219,-
Guidoval (MG),865,-
Guimarânia (MG),5449,-
Guiricema (MG),2993,-
Gurinhatã (MG),6102,-
Heliodora (MG),4494,-
Iapu (MG),423,-
Ibertioga (MG),857,-
Ibiá (MG),54335,-
Ibiaí (MG),2439,-
Ibiracatu (MG),1950,-
Ibiraci (MG),13126,-
Ibirité (MG),10,-
Ibitiúra de Minas (MG),1533,-
Ibituruna (MG),1466,-
Icaraí de Minas (MG),3627,-
Igarapé (MG),165,-
Igaratinga (MG),101,-
Iguatama (MG),15900,-
Ijaci (MG),1141,-
Ilicínea (MG),7632,-
Imbé de Minas (MG),4170,-
Inconfidentes (MG),1238,-
Indaiabira (MG),4247,-
Indianópolis (MG),25703,-
Ingaí (MG),2502,-
Inhapim (MG),8159,-
Inhaúma (MG),882,-
Inimutaba (MG),1140,-
Ipaba (MG),1074,-
Ipanema (MG),1986,-
Ipatinga (MG),62,-
Ipiaçu (MG),14108,-
Ipuiúna (MG),5570,-
Iraí de Minas (MG),7699,-
Itabira (MG),716,-
Itabirinha (MG),584,-
Itabirito (MG),2551,-
Itacambira (MG),1289,-
Itacarambi (MG),2938,-
Itaguara (MG),1213,-
Itaipé (MG),4967,-
Itajubá (MG),894,-
Itamarandiba (MG),3724,-
Itamarati de Minas (MG),685,-
Itambacuri (MG),1767,-
Itambé do Mato Dentro (MG),75,-
Itamogi (MG),8677,-
Itamonte (MG),677,-
Itanhandu (MG),227,-
Itanhomi (MG),642,-
Itaobim (MG),816,-
Itapagipe (MG),18695,-
Itapecerica (MG),3255,-
Itapeva (MG),589,-
Itatiaiuçu (MG),385,-
Itaú de Minas (MG),774,-
Itaúna (MG),453,-
Itaverava (MG),1585,-
Itinga (MG),1763,-
Itueta (MG),3757,-
Ituiutaba (MG),35072,-
Itumirim (MG),1766,-
Iturama (MG),31156,-
Itutinga (MG),1784,-
Jaboticatubas (MG),958,-
Jacinto (MG),1998,1
Jacuí (MG),3051,-
Jacutinga (MG),4597,-
Jaguaraçu (MG),158,-
Jaíba (MG),16154,-
Jampruca (MG),160,-
Janaúba (MG),6228,-
Januária (MG),9145,-
Japaraíba (MG),5975,-
Japonvar (MG),1278,-
Jeceaba (MG),1752,-
Jenipapo de Minas (MG),541,-
Jequeri (MG),5220,-
Jequitaí (MG),1956,-
Jequitibá (MG),1231,-
Jequitinhonha (MG),1509,-
Jesuânia (MG),1972,-
Joaíma (MG),677,-
Joanésia (MG),302,-
João Monlevade (MG),35,-
João Pinheiro (MG),38309,-
Joaquim Felício (MG),831,-
Jordânia (MG),440,50
José Gonçalves de Minas (MG),798,-
José Raydan (MG),1367,-
Josenópolis (MG),509,-
Nova União (MG),1052,-
Juatuba (MG),176,-
Juiz de Fora (MG),789,-
Juramento (MG),2030,-
Juruaia (MG),8268,-
Juvenília (MG),1868,-
Ladainha (MG),1686,-
Lagamar (MG),4324,-
Lagoa da Prata (MG),10643,-
Lagoa dos Patos (MG),957,-
Lagoa Dourada (MG),7062,-
Lagoa Formosa (MG),14095,-
Lagoa Grande (MG),5974,-
Lagoa Santa (MG),83,-
Lajinha (MG),10221,-
Lambari (MG),7541,-
Lamim (MG),828,-
Laranjal (MG),246,-
Lassance (MG),1911,-
Lavras (MG),9878,-
Leandro Ferreira (MG),197,-
Leme do Prado (MG),603,-
Leopoldina (MG),1890,-
Liberdade (MG),648,-
Lima Duarte (MG),1566,-
Limeira do Oeste (MG),19722,-
Lontra (MG),598,-
Luisburgo (MG),6730,-
Luislândia (MG),907,-
Luminárias (MG),3875,-
Luz (MG),10577,-
Machacalis (MG),225,-
Machado (MG),19977,-
Madre de Deus de Minas (MG),15649,-
Malacacheta (MG),3780,-
Mamonas (MG),1918,-
Manga (MG),3457,-
Manhuaçu (MG),19587,-
Manhumirim (MG),6414,-
Mantena (MG),8911,-
Maravilhas (MG),768,-
Mar de Espanha (MG),492,-
Maria da Fé (MG),2021,-
Mariana (MG),2470,-
Marilac (MG),277,-
Mário Campos (MG),48,-
Maripá de Minas (MG),147,-
Marliéria (MG),573,-
Marmelópolis (MG),134,-
Martinho Campos (MG),1056,-
Martins Soares (MG),4116,-
Mata Verde (MG),777,-
Materlândia (MG),506,-
Mateus Leme (MG),523,-
Matias Barbosa (MG),80,-
Matias Cardoso (MG),4800,-
Matipó (MG),8106,-
Mato Verde (MG),4091,-
Matozinhos (MG),1610,-
Matutina (MG),1325,-
Medeiros (MG),9027,-
Medina (MG),2036,-
Mendes Pimentel (MG),795,-
Mercês (MG),1032,-
Mesquita (MG),564,-
Minas Novas (MG),2814,-
Minduri (MG),4446,-
Mirabela (MG),2164,-
Miradouro (MG),3636,-
Miraí (MG),1256,-
Miravânia (MG),327,-
Moeda (MG),437,-
Moema (MG),600,-
Monjolos (MG),692,-
Monsenhor Paulo (MG),4995,-
Montalvânia (MG),3244,-
Monte Alegre de Minas (MG),67303,-
Monte Azul (MG),4614,-
Monte Belo (MG),11113,-
Monte Carmelo (MG),33288,-
Monte Formoso (MG),692,-
Monte Santo de Minas (MG),15985,-
Montes Claros (MG),4972,-
Monte Sião (MG),4699,-
Montezuma (MG),1938,-
Morada Nova de Minas (MG),3255,-
Morro da Garça (MG),350,-
Morro do Pilar (MG),478,-
Munhoz (MG),1202,-
Muriaé (MG),3433,-
Mutum (MG),12975,-
Muzambinho (MG),16534,-
Nacip Raydan (MG),161,-
Nanuque (MG),3236,-
Naque (MG),422,-
Natalândia (MG),1090,-
Natércia (MG),3293,-
Nazareno (MG),4676,-
Nepomuceno (MG),19025,-
Ninheira (MG),2119,-
Nova Belém (MG),5348,-
Nova Era (MG),246,-
Nova Lima (MG),...,...
Nova Módica (MG),267,-
Nova Ponte (MG),50836,-
Nova Porteirinha (MG),2847,-
Nova Resende (MG),15177,-
Nova Serrana (MG),70,-
Novo Cruzeiro (MG),7755,-
Novo Oriente de Minas (MG),376,-
Novorizonte (MG),681,-
Olaria (MG),303,-
Olhos-d'Água (MG),712,-
Olímpio Noronha (MG),1324,-
Oliveira (MG),8036,-
Oliveira Fortes (MG),304,-
Onça de Pitangui (MG),916,-
Oratórios (MG),1510,-
Orizânia (MG),3232,-
Ouro Branco (MG),857,-
Ouro Fino (MG),7605,-
Ouro Preto (MG),2255,-
Ouro Verde de Minas (MG),796,-
Padre Carvalho (MG),843,-
Padre Paraíso (MG),1084,-
Paineiras (MG),396,-
Pains (MG),3256,-
Pai Pedro (MG),2418,-
Paiva (MG),104,-
Palma (MG),330,-
Palmópolis (MG),677,7
Papagaios (MG),1534,-
Paracatu (MG),162045,-
Pará de Minas (MG),841,-
Paraguaçu (MG),15624,-
Paraisópolis (MG),891,-
Paraopeba (MG),1155,-
Passabém (MG),270,-
Passa Quatro (MG),284,-
Passa Tempo (MG),2221,-
Passa Vinte (MG),73,-
Passos (MG),23814,-
Patis (MG),2015,-
Patos de Minas (MG),29911,-
Patrocínio (MG),59901,-
Patrocínio do Muriaé (MG),691,-
Paula Cândido (MG),2537,-
Paulistas (MG),1102,-
Pavão (MG),468,-
Peçanha (MG),4849,-
Pedra Azul (MG),1840,-
Pedra Bonita (MG),5166,-
Pedra do Anta (MG),1170,-
Pedra do Indaiá (MG),276,-
Pedra Dourada (MG),1561,-
Pedralva (MG),5448,-
Pedras de Maria da Cruz (MG),1260,-
Pedrinópolis (MG),13777,-
Pedro Leopoldo (MG),228,-
Pedro Teixeira (MG),385,-
Pequeri (MG),78,-
Pequi (MG),545,-
Perdigão (MG),1265,-
Perdizes (MG),97106,-
Perdões (MG),7320,-
Periquito (MG),501,-
Pescador (MG),322,-
Piau (MG),1355,-
Piedade de Caratinga (MG),2889,-
Piedade de Ponte Nova (MG),2410,-
Piedade do Rio Grande (MG),2864,-
Piedade dos Gerais (MG),984,-
Pimenta (MG),6257,-
Pingo-d'Água (MG),255,-
Pintópolis (MG),2713,-
Piracema (MG),3638,-
Pirajuba (MG),23480,-
Piranga (MG),4520,-
Piranguçu (MG),1011,-
Piranguinho (MG),944,-
Pirapetinga (MG),221,-
Pirapora (MG),1937,-
Piraúba (MG),451,-
Pitangui (MG),2022,-
Piumhi (MG),19393,-
Planura (MG),16780,-
Poço Fundo (MG),7393,-
Poços de Caldas (MG),6780,-
Pocrane (MG),1529,-
Pompéu (MG),16363,-
Ponte Nova (MG),4090,-
Ponto Chique (MG),2066,-
Ponto dos Volantes (MG),1021,-
Porteirinha (MG),6207,-
Porto Firme (MG),3542,-
Poté (MG),1196,-
Pouso Alegre (MG),3845,-
Pouso Alto (MG),503,-
Prados (MG),4275,-
Prata (MG),32462,-
Pratápolis (MG),4553,-
Pratinha (MG),4182,-
Presidente Bernardes (MG),1156,-
Presidente Juscelino (MG),1108,-
Presidente Kubitschek (MG),266,-
Presidente Olegário (MG),37025,-
Alto Jequitibá (MG),5514,-
Prudente de Morais (MG),257,-
Quartel Geral (MG),962,-
Queluzito (MG),465,-
Raposos (MG),...,...
Raul Soares (MG),7526,-
Recreio (MG),315,-
Reduto (MG),3185,-
Resende Costa (MG),1253,-
Resplendor (MG),2866,-
Ressaquinha (MG),1145,-
Riachinho (MG),7397,-
Riacho dos Machados (MG),2332,-
Ribeirão das Neves (MG),33,-
Ribeirão Vermelho (MG),929,-
Rio Acima (MG),...,...
Rio Casca (MG),3600,-
Rio Doce (MG),200,-
Rio do Prado (MG),417,-
Rio Espera (MG),1579,-
Rio Manso (MG),213,-
Rio Novo (MG),219,-
Rio Paranaíba (MG),39602,-
Rio Pardo de Minas (MG),12532,-
Rio Piracicaba (MG),639,-
Rio Pomba (MG),1002,-
Rio Preto (MG),343,-
Rio Vermelho (MG),2879,-
Ritápolis (MG),772,-
Rochedo de Minas (MG),33,-
Rodeiro (MG),90,-
Romaria (MG),24013,-
Rosário da Limeira (MG),1473,-
Rubelita (MG),1245,-
Rubim (MG),531,-
Sabará (MG),222,-
Sabinópolis (MG),1102,-
Sacramento (MG),71587,-
Salinas (MG),4662,-
Salto da Divisa (MG),91,-
Santa Bárbara (MG),538,-
Santa Bárbara do Leste (MG),3494,-
Santa Bárbara do Monte Verde (MG),101,-
Santa Bárbara do Tugúrio (MG),2202,-
Santa Cruz de Minas (MG),...,...
Santa Cruz de Salinas (MG),1108,-
Santa Cruz do Escalvado (MG),2006,-
Santa Efigênia de Minas (MG),592,-
Santa Fé de Minas (MG),701,-
Santa Helena de Minas (MG),265,-
Santa Juliana (MG),33918,-
Santa Luzia (MG),751,-
Santa Margarida (MG),12304,-
Santa Maria de Itabira (MG),266,-
Santa Maria do Salto (MG),783,-
Santa Maria do Suaçuí (MG),1339,-
Santana da Vargem (MG),7590,-
Santana de Cataguases (MG),156,-
Santana de Pirapama (MG),773,-
Santana do Deserto (MG),130,-
Santana do Garambéu (MG),868,-
Santana do Jacaré (MG),555,-
Santana do Manhuaçu (MG),7025,-
Santana do Paraíso (MG),414,-
Santana do Riacho (MG),282,-
Santana dos Montes (MG),827,-
Santa Rita de Caldas (MG),4052,-
Santa Rita de Jacutinga (MG),327,-
Santa Rita de Minas (MG),3220,-
Santa Rita de Ibitipoca (MG),1460,-
Santa Rita do Itueto (MG),8431,-
Santa Rita do Sapucaí (MG),7369,-
Santa Rosa da Serra (MG),2326,-
Santa Vitória (MG),30451,-
Santo Antônio do Amparo (MG),8566,-
Santo Antônio do Aventureiro (MG),315,-
Santo Antônio do Grama (MG),2354,-
Santo Antônio do Itambé (MG),448,-
Santo Antônio do Jacinto (MG),1463,-
Santo Antônio do Monte (MG),1360,-
Santo Antônio do Retiro (MG),1217,-
Santo Antônio do Rio Abaixo (MG),287,-
Santo Hipólito (MG),726,-
Santos Dumont (MG),876,-
São Bento Abade (MG),3685,-
São Brás do Suaçuí (MG),1289,-
São Domingos das Dores (MG),3237,-
São Domingos do Prata (MG),3219,-
São Félix de Minas (MG),985,-
São Francisco (MG),4040,-
São Francisco de Paula (MG),4477,-
São Francisco de Sales (MG),15331,-
São Francisco do Glória (MG),1795,-
São Geraldo (MG),707,-
São Geraldo da Piedade (MG),1399,-
São Geraldo do Baixio (MG),535,-
São Gonçalo do Abaeté (MG),7459,-
São Gonçalo do Pará (MG),221,-
São Gonçalo do Rio Abaixo (MG),524,-
São Gonçalo do Sapucaí (MG),12289,-
São Gotardo (MG),9408,-
São João Batista do Glória (MG),5106,-
São João da Lagoa (MG),3159,-
São João da Mata (MG),1926,-
São João da Ponte (MG),7519,-
São João das Missões (MG),1083,-
São João del Rei (MG),8926,-
São João do Manhuaçu (MG),8067,-
São João do Manteninha (MG),982,-
São João do Oriente (MG),247,-
São João do Pacuí (MG),1898,-
São João do Paraíso (MG),4374,-
São João Evangelista (MG),2755,-
São João Nepomuceno (MG),227,-
São Joaquim de Bicas (MG),181,-
São José da Barra (MG),5126,-
São José da Lapa (MG),50,-
São José da Safira (MG),242,-
São José da Varginha (MG),857,-
São José do Alegre (MG),535,-
São José do Divino (MG),584,-
São José do Goiabal (MG),454,-
São José do Jacuri (MG),1100,-
São José do Mantimento (MG),1036,-
São Lourenço (MG),79,-
São Miguel do Anta (MG),3784,-
São Pedro da União (MG),6011,-
São Pedro dos Ferros (MG),4228,-
São Pedro do Suaçuí (MG),985,-
São Romão (MG),9586,-
São Roque de Minas (MG),9721,-
São Sebastião da Bela Vista (MG),2375,-
São Sebastião da Vargem Alegre (MG),1676,-
São Sebastião do Anta (MG),2688,-
São Sebastião do Maranhão (MG),2193,-
São Sebastião do Oeste (MG),555,-
São Sebastião do Paraíso (MG),28967,-
São Sebastião do Rio Preto (MG),231,-
São Sebastião do Rio Verde (MG),278,-
São Tiago (MG),1581,-
São Tomás de Aquino (MG),8432,-
São Tomé das Letras (MG),4580,-
São Vicente de Minas (MG),3241,-
Sapucaí-Mirim (MG),532,-
Sardoá (MG),998,-
Sarzedo (MG),4,-
Setubinha (MG),1985,-
Sem-Peixe (MG),1411,-
Senador Amaral (MG),1547,-
Senador Cortes (MG),150,-
Senador Firmino (MG),1474,-
Senador José Bento (MG),1397,-
Senador Modestino Gonçalves (MG),1318,-
Senhora de Oliveira (MG),905,-
Senhora do Porto (MG),173,-
Senhora dos Remédios (MG),5670,-
Sericita (MG),6039,-
Seritinga (MG),366,-
Serra Azul de Minas (MG),426,-
Serra da Saudade (MG),153,-
Serra dos Aimorés (MG),3428,-
Serra do Salitre (MG),25402,-
Serrania (MG),4519,-
Serranópolis de Minas (MG),769,-
Serranos (MG),546,-
Serro (MG),2486,-
Sete Lagoas (MG),1290,-
Silveirânia (MG),162,-
Silvianópolis (MG),3941,-
Simão Pereira (MG),56,-
Simonésia (MG),6999,-
Sobrália (MG),188,-
Soledade de Minas (MG),900,-
Tabuleiro (MG),134,-
Taiobeiras (MG),3209,-
Taparuba (MG),1178,-
Tapira (MG),7367,-
Tapiraí (MG),3555,-
Taquaraçu de Minas (MG),384,-
Tarumirim (MG),2217,-
Teixeiras (MG),1948,-
Teófilo Otoni (MG),4435,-
Timóteo (MG),27,-
Tiradentes (MG),560,-
Tiros (MG),5203,-
Tocantins (MG),649,-
Tocos do Moji (MG),537,-
Toledo (MG),730,-
Tombos (MG),2525,-
Três Corações (MG),27975,-
Três Marias (MG),2371,-
Três Pontas (MG),27968,-
Tumiritinga (MG),832,-
Tupaciguara (MG),45008,-
Turmalina (MG),2017,-
Turvolândia (MG),5996,-
Ubá (MG),964,-
Ubaí (MG),2355,-
Ubaporanga (MG),4995,-
Uberaba (MG),207471,-
Uberlândia (MG),77748,-
Umburatiba (MG),99,-
Unaí (MG),235630,-
União de Minas (MG),10569,-
Uruana de Minas (MG),5565,-
Urucânia (MG),10355,-
Urucuia (MG),3661,-
Vargem Alegre (MG),695,-
Vargem Bonita (MG),1914,-
Vargem Grande do Rio Pardo (MG),1535,-
Varginha (MG),9961,-
Varjão de Minas (MG),13553,-
Várzea da Palma (MG),5988,-
Varzelândia (MG),4829,-
Vazante (MG),2045,-
Verdelândia (MG),2087,-
Veredinha (MG),713,-
Veríssimo (MG),12567,-
Vermelho Novo (MG),4475,-
Vespasiano (MG),10,-
Viçosa (MG),4512,-
Vieiras (MG),2600,-
Mathias Lobato (MG),94,-
Virgem da Lapa (MG),1063,-
Virgínia (MG),3382,-
Virginópolis (MG),2815,-
Virgolândia (MG),784,-
Visconde do Rio Branco (MG),1652,-
Volta Grande (MG),123,-
Wenceslau Braz (MG),183,-
Afonso Cláudio (ES),15400,2
Águia Branca (ES),8343,36
Água Doce do Norte (ES),3238,3
Alegre (ES),7209,-
Alfredo Chaves (ES),7851,18
Alto Rio Novo (ES),3509,-
Anchieta (ES),3552,13
Apiacá (ES),2323,-
Aracruz (ES),7743,52
Atílio Vivácqua (ES),2724,-
Baixo Guandu (ES),7486,19
Barra de São Francisco (ES),7467,2
Boa Esperança (ES),11286,-
Bom Jesus do Norte (ES),313,-
Brejetuba (ES),14966,-
Cachoeiro de Itapemirim (ES),7193,15
Cariacica (ES),1283,-
Castelo (ES),13633,-
Colatina (ES),12218,340
Conceição da Barra (ES),10432,63
Conceição do Castelo (ES),5225,-
Divino de São Lourenço (ES),3746,-
Domingos Martins (ES),10991,-
Dores do Rio Preto (ES),6448,-
Ecoporanga (ES),1634,-
Fundão (ES),2812,29
Governador Lindenberg (ES),11230,70
Guaçuí (ES),6712,-
Guarapari (ES),5672,56
Ibatiba (ES),10768,-
Ibiraçu (ES),2975,36
Ibitirama (ES),9074,-
Iconha (ES),6123,23
Irupi (ES),11253,-
Itaguaçu (ES),16366,10
Itapemirim (ES),8141,-
Itarana (ES),4371,25
Iúna (ES),16177,-
Jaguaré (ES),20977,38
Jerônimo Monteiro (ES),2715,-
João Neiva (ES),4853,150
Laranja da Terra (ES),4595,7
Linhares (ES),51173,19680
Mantenópolis (ES),4779,-
Marataízes (ES),3799,-
Marechal Floriano (ES),4145,-
Marilândia (ES),8586,126
Mimoso do Sul (ES),12326,-
Montanha (ES),16905,-
Mucurici (ES),2701,-
Muniz Freire (ES),12245,-
Muqui (ES),4968,-
Nova Venécia (ES),19366,40
Pancas (ES),9061,50
Pedro Canário (ES),11549,-
Pinheiros (ES),23616,-
Piúma (ES),444,-
Ponto Belo (ES),692,-
Presidente Kennedy (ES),5549,-
Rio Bananal (ES),15599,148
Rio Novo do Sul (ES),2966,5
Santa Leopoldina (ES),5678,-
Santa Maria de Jetibá (ES),9550,-
Santa Teresa (ES),11019,27
São Domingos do Norte (ES),5577,15
São Gabriel da Palha (ES),12767,32
São José do Calçado (ES),3528,-
São Mateus (ES),26425,850
São Roque do Canaã (ES),5930,10
Serra (ES),1769,-
Sooretama (ES),19660,78
Vargem Alta (ES),13561,-
Venda Nova do Imigrante (ES),5031,-
Viana (ES),2962,-
Vila Pavão (ES),9583,-
Vila Valério (ES),22602,18
Vila Velha (ES),526,-
Vitória (ES),...,...
Angra dos Reis (RJ),1525,-
Aperibé (RJ),88,-
Araruama (RJ),3479,-
Areal (RJ),49,-
Armação dos Búzios (RJ),71,-
Barra do Piraí (RJ),381,-
Barra Mansa (RJ),240,-
Belford Roxo (RJ),85,-
Bom Jardim (RJ),2205,-
Bom Jesus do Itabapoana (RJ),2321,-
Cabo Frio (RJ),4304,-
Cachoeiras de Macacu (RJ),1768,-
Cambuci (RJ),805,-
Carapebus (RJ),427,-
Comendador Levy Gasparian (RJ),28,-
Campos dos Goytacazes (RJ),61509,-
Cantagalo (RJ),639,-
Cardoso Moreira (RJ),4021,-
Carmo (RJ),375,-
Casimiro de Abreu (RJ),611,-
Conceição de Macabu (RJ),282,-
Cordeiro (RJ),200,-
Duas Barras (RJ),1980,-
Duque de Caxias (RJ),786,-
Engenheiro Paulo de Frontin (RJ),110,-
Guapimirim (RJ),572,-
Iguaba Grande (RJ),33,-
Itaboraí (RJ),615,-
Itaguaí (RJ),3714,-
Italva (RJ),1189,-
Itaocara (RJ),1568,-
Itaperuna (RJ),835,-
Itatiaia (RJ),32,-
Japeri (RJ),640,-
Laje do Muriaé (RJ),225,-
Macaé (RJ),3108,-
Macuco (RJ),126,-
Magé (RJ),1020,-
Mangaratiba (RJ),5061,-
Maricá (RJ),131,-
Mendes (RJ),20,-
Mesquita (RJ),69,-
Miguel Pereira (RJ),114,-
Miracema (RJ),806,-
Natividade (RJ),807,-
Niterói (RJ),...,...
Nova Friburgo (RJ),512,-
Nova Iguaçu (RJ),1060,-
Paracambi (RJ),1312,-
Paraíba do Sul (RJ),369,-
Paraty (RJ),2488,-
Paty do Alferes (RJ),511,-
Petrópolis (RJ),52,-
Pinheiral (RJ),32,-
Piraí (RJ),309,-
Porciúncula (RJ),4579,-
Porto Real (RJ),85,-
Quatis (RJ),259,-
Queimados (RJ),360,-
Quissamã (RJ),14725,-
Resende (RJ),484,-
Rio Bonito (RJ),2559,-
Rio Claro (RJ),516,-
Rio das Flores (RJ),143,-
Rio das Ostras (RJ),334,-
Rio de Janeiro (RJ),2435,-
Santa Maria Madalena (RJ),943,-
Santo Antônio de Pádua (RJ),684,-
São Francisco de Itabapoana (RJ),38984,-
São Fidélis (RJ),1032,-
São Gonçalo (RJ),193,-
São João da Barra (RJ),3105,-
São José de Ubá (RJ),842,-
São José do Vale do Rio Preto (RJ),1093,-
São Pedro da Aldeia (RJ),140,-
São Sebastião do Alto (RJ),1008,-
Sapucaia (RJ),357,-
Saquarema (RJ),1816,-
Seropédica (RJ),1495,-
Silva Jardim (RJ),2661,-
Sumidouro (RJ),983,-
Tanguá (RJ),1378,-
Teresópolis (RJ),694,-
Trajano de Moraes (RJ),2198,-
Três Rios (RJ),117,-
Valença (RJ),385,-
Varre-Sai (RJ),6352,-
Vassouras (RJ),168,-
Volta Redonda (RJ),121,-
Adamantina (SP),15300,-
Adolfo (SP),8801,-
Aguaí (SP),33831,-
Águas da Prata (SP),1870,-
Águas de Lindóia (SP),616,-
Águas de Santa Bárbara (SP),17610,-
Águas de São Pedro (SP),1,-
Agudos (SP),17577,-
Alambari (SP),3026,-
Alfredo Marcondes (SP),469,-
Altair (SP),24779,-
Altinópolis (SP),19321,-
Alto Alegre (SP),13175,-
Alumínio (SP),279,-
Álvares Florence (SP),8249,-
Álvares Machado (SP),1779,-
Álvaro de Carvalho (SP),1943,-
Alvinlândia (SP),1817,-
Americana (SP),2500,-
Américo Brasiliense (SP),9584,-
Américo de Campos (SP),8386,-
Amparo (SP),6856,-
Analândia (SP),8820,-
Andradina (SP),37592,-
Angatuba (SP),21548,-
Anhembi (SP),11804,-
Anhumas (SP),7915,-
Aparecida (SP),970,-
Aparecida d'Oeste (SP),3287,-
Apiaí (SP),6248,-
Araçariguama (SP),170,-
Araçatuba (SP),39915,-
Araçoiaba da Serra (SP),1776,-
Aramina (SP),13869,-
Arandu (SP),10000,-
Arapeí (SP),124,-
Araraquara (SP),41603,-
Araras (SP),32945,-
Arco-Íris (SP),7418,-
Arealva (SP),11508,-
Areias (SP),153,-
Areiópolis (SP),9701,-
Ariranha (SP),9360,-
Artur Nogueira (SP),7907,-
Arujá (SP),...,...
Aspásia (SP),1714,-
Assis (SP),25971,-
Atibaia (SP),1628,-
Auriflama (SP),7739,-
Avaí (SP),7757,-
Avanhandava (SP),26838,-
Avaré (SP),23912,-
Bady Bassitt (SP),3661,-
Balbinos (SP),2320,-
Bálsamo (SP),12261,-
Bananal (SP),339,-
Barão de Antonina (SP),2075,-
Barbosa (SP),11491,-
Bariri (SP),29254,-
Barra Bonita (SP),10065,-
Barra do Chapéu (SP),860,-
Barra do Turvo (SP),462,-
Barretos (SP),84799,-
Barrinha (SP),11100,-
Barueri (SP),...,...
