local,total_area_plantada_hectare,total_cacau_semente_hectare
Tapejara (PR),23033,-
Tapira (PR),7424,-
Teixeira Soares (PR),58030,-
Telêmaco Borba (PR),585,-
Terra Boa (PR),28132,-
Terra Rica (PR),13387,-
Terra Roxa (PR),105326,-
Tibagi (PR),184253,-
Tijucas do Sul (PR),8543,-
Toledo (PR),139599,-
Tomazina (PR),18341,-
Três Barras do Paraná (PR),27382,-
Tunas do Paraná (PR),2196,-
Tuneiras do Oeste (PR),33379,-
Tupãssi (PR),48599,-
Turvo (PR),21295,-
Ubiratã (PR),104664,-
Umuarama (PR),20902,-
União da Vitória (PR),6948,-
Uniflor (PR),7947,-
Uraí (PR),25466,-
Wenceslau Braz (PR),31964,-
Ventania (PR),36852,-
Vera Cruz do Oeste (PR),40561,-
Verê (PR),29292,-
Alto Paraíso (PR),2770,-
Doutor Ulysses (PR),7164,-
Virmond (PR),12158,-
Vitorino (PR),40741,-
Xambrê (PR),4271,-
Abdon Batista (SC),5502,-
Abelardo Luz (SC),56436,-
Agrolândia (SC),3844,-
Agronômica (SC),5380,-
Água Doce (SC),22018,-
Águas de Chapecó (SC),2944,-
Águas Frias (SC),2357,-
Águas Mornas (SC),606,-
Alfredo Wagner (SC),8092,-
Alto Bela Vista (SC),1150,-
Anchieta (SC),2698,-
Angelina (SC),1909,-
Anita Garibaldi (SC),5157,-
Anitápolis (SC),477,-
Antônio Carlos (SC),1458,-
Apiúna (SC),665,-
Arabutã (SC),1348,-
Araquari (SC),2860,-
Araranguá (SC),7945,-
Armazém (SC),859,-
Arroio Trinta (SC),2199,-
Arvoredo (SC),994,-
Ascurra (SC),754,-
Atalanta (SC),3366,-
Aurora (SC),4137,-
Balneário Arroio do Silva (SC),...,...
Balneário Camboriú (SC),...,...
Balneário Barra do Sul (SC),70,-
Balneário Gaivota (SC),395,-
Bandeirante (SC),2590,-
Barra Bonita (SC),1530,-
Barra Velha (SC),1780,-
Bela Vista do Toldo (SC),10787,-
Belmonte (SC),3798,-
Benedito Novo (SC),546,-
Biguaçu (SC),1203,-
Blumenau (SC),604,-
Bocaina do Sul (SC),2218,-
Bombinhas (SC),...,...
Bom Jardim da Serra (SC),1933,-
Bom Jesus (SC),3824,-
Bom Jesus do Oeste (SC),3345,-
Bom Retiro (SC),13342,-
Botuverá (SC),367,-
Braço do Norte (SC),968,-
Braço do Trombudo (SC),1097,-
Brunópolis (SC),9924,-
Brusque (SC),78,-
Caçador (SC),7215,-
Caibi (SC),3366,-
Calmon (SC),2171,-
Camboriú (SC),992,-
Capão Alto (SC),8250,-
Campo Alegre (SC),5421,-
Campo Belo do Sul (SC),19593,-
Campo Erê (SC),26312,-
Campos Novos (SC),80939,-
Canelinha (SC),536,-
Canoinhas (SC),37133,-
Capinzal (SC),6614,-
Capivari de Baixo (SC),1566,-
Catanduvas (SC),1277,-
Caxambu do Sul (SC),6663,-
Celso Ramos (SC),3746,-
Cerro Negro (SC),10646,-
Chapadão do Lageado (SC),4632,-
Chapecó (SC),19278,-
Cocal do Sul (SC),546,-
Concórdia (SC),11932,-
Cordilheira Alta (SC),410,-
Coronel Freitas (SC),3153,-
Coronel Martins (SC),4072,-
Corupá (SC),5607,-
Correia Pinto (SC),8414,-
Criciúma (SC),4142,-
Cunha Porã (SC),7471,-
Cunhataí (SC),712,-
Curitibanos (SC),23559,-
Descanso (SC),8672,-
Dionísio Cerqueira (SC),14535,-
Dona Emma (SC),1879,-
Doutor Pedrinho (SC),1155,-
Entre Rios (SC),2031,-
Ermo (SC),4100,-
Erval Velho (SC),5437,-
Faxinal dos Guedes (SC),14932,-
Flor do Sertão (SC),1662,-
Florianópolis (SC),42,-
Formosa do Sul (SC),600,-
Forquilhinha (SC),11679,-
Fraiburgo (SC),17907,-
Frei Rogério (SC),7590,-
Galvão (SC),6679,-
Garopaba (SC),183,-
Garuva (SC),2329,-
Gaspar (SC),4381,-
Governador Celso Ramos (SC),125,-
Grão-Pará (SC),2544,-
Gravatal (SC),561,-
Guabiruba (SC),187,-
Guaraciaba (SC),9309,-
Guaramirim (SC),7514,-
Guarujá do Sul (SC),1829,-
Guatambú (SC),6993,-
Herval d'Oeste (SC),2186,-
Ibiam (SC),1860,-
Ibicaré (SC),3832,-
Ibirama (SC),1018,-
Içara (SC),9112,-
Ilhota (SC),3817,-
Imaruí (SC),4903,-
Imbituba (SC),2784,-
Imbuia (SC),4540,-
Indaial (SC),743,-
Iomerê (SC),1898,-
Ipira (SC),2083,-
Iporã do Oeste (SC),7785,-
Ipuaçu (SC),15209,-
Ipumirim (SC),2245,-
Iraceminha (SC),5815,-
Irani (SC),4540,-
Irati (SC),1209,-
Irineópolis (SC),20487,-
Itá (SC),995,-
Itaiópolis (SC),34261,-
Itajaí (SC),2010,-
Itapema (SC),352,-
Itapiranga (SC),5125,-
Itapoá (SC),370,-
Ituporanga (SC),14827,-
Jaborá (SC),4159,-
Jacinto Machado (SC),11823,-
Jaguaruna (SC),6852,-
Jaraguá do Sul (SC),3431,-
Jardinópolis (SC),1478,-
Joaçaba (SC),3786,-
Joinville (SC),6290,-
José Boiteux (SC),1924,-
Jupiá (SC),3267,-
Lacerdópolis (SC),1966,-
Lages (SC),12943,-
Laguna (SC),1253,-
Lajeado Grande (SC),3108,-
Laurentino (SC),1220,-
Lauro Müller (SC),809,-
Lebon Régis (SC),8590,-
Leoberto Leal (SC),3340,-
Lindóia do Sul (SC),2185,-
Lontras (SC),2992,-
Luiz Alves (SC),5042,-
Luzerna (SC),1983,-
Macieira (SC),1549,-
Mafra (SC),36370,-
Major Gercino (SC),1014,-
Major Vieira (SC),15937,-
Maracajá (SC),2210,-
Maravilha (SC),8034,-
Marema (SC),1916,-
Massaranduba (SC),8495,-
Matos Costa (SC),1638,-
Meleiro (SC),10771,-
Mirim Doce (SC),1908,-
Modelo (SC),2650,-
Mondaí (SC),2044,-
Monte Carlo (SC),2833,-
Monte Castelo (SC),6433,-
Morro da Fumaça (SC),986,-
Morro Grande (SC),4085,-
Navegantes (SC),1126,-
Nova Erechim (SC),1617,-
Nova Itaberaba (SC),2030,-
Nova Trento (SC),1678,-
Nova Veneza (SC),8785,-
Novo Horizonte (SC),4682,-
Orleans (SC),3992,-
Otacílio Costa (SC),9485,-
Ouro (SC),3497,-
Ouro Verde (SC),14652,-
Paial (SC),765,-
Painel (SC),986,-
Palhoça (SC),1117,-
Palma Sola (SC),13867,-
Palmeira (SC),1700,-
Palmitos (SC),12220,-
Papanduva (SC),24103,-
Paraíso (SC),3565,-
Passo de Torres (SC),712,-
Passos Maia (SC),8068,-
Paulo Lopes (SC),1617,-
Pedras Grandes (SC),5264,-
Penha (SC),45,-
Peritiba (SC),1594,-
Pescaria Brava (SC),215,-
Petrolândia (SC),6550,-
Balneário Piçarras (SC),1395,-
Pinhalzinho (SC),6146,-
Pinheiro Preto (SC),1625,-
Piratuba (SC),1765,-
Planalto Alegre (SC),920,-
Pomerode (SC),671,-
Ponte Alta (SC),5212,-
Ponte Alta do Norte (SC),541,-
Ponte Serrada (SC),6229,-
Porto Belo (SC),85,-
Porto União (SC),9725,-
Pouso Redondo (SC),5009,-
Praia Grande (SC),4210,-
Presidente Castello Branco (SC),844,-
Presidente Getúlio (SC),3724,-
Presidente Nereu (SC),2049,-
Princesa (SC),1900,-
Quilombo (SC),9977,-
Rancho Queimado (SC),390,-
Rio das Antas (SC),5077,-
Rio do Campo (SC),5241,-
Rio do Oeste (SC),5229,-
Rio dos Cedros (SC),1587,-
Rio do Sul (SC),1850,-
Rio Fortuna (SC),1030,-
Rio Negrinho (SC),14827,-
Rio Rufino (SC),942,-
Riqueza (SC),2161,-
Rodeio (SC),994,-
Romelândia (SC),1848,-
Salete (SC),1850,-
Saltinho (SC),2316,-
Salto Veloso (SC),1753,-
Sangão (SC),1985,-
Santa Cecília (SC),3061,-
Santa Helena (SC),2102,-
Santa Rosa de Lima (SC),156,-
Santa Rosa do Sul (SC),2977,-
Santa Terezinha (SC),17224,-
Santa Terezinha do Progresso (SC),1039,-
Santiago do Sul (SC),1368,-
Santo Amaro da Imperatriz (SC),240,-
São Bernardino (SC),2195,-
São Bento do Sul (SC),2636,-
São Bonifácio (SC),454,-
São Carlos (SC),2258,-
São Cristóvão do Sul (SC),362,-
São Domingos (SC),31797,-
São Francisco do Sul (SC),155,-
São João do Oeste (SC),3015,-
São João Batista (SC),727,-
São João do Itaperiú (SC),2534,-
São João do Sul (SC),6803,-
São Joaquim (SC),10066,-
São José (SC),214,-
São José do Cedro (SC),10317,-
São José do Cerrito (SC),13544,-
São Lourenço do Oeste (SC),9628,-
São Ludgero (SC),211,-
São Martinho (SC),680,-
São Miguel da Boa Vista (SC),943,-
São Miguel do Oeste (SC),4205,-
São Pedro de Alcântara (SC),252,-
Saudades (SC),7351,-
Schroeder (SC),1390,-
Seara (SC),4065,-
Serra Alta (SC),1882,-
Siderópolis (SC),844,-
Sombrio (SC),5316,-
Sul Brasil (SC),983,-
Taió (SC),7250,-
Tangará (SC),9779,-
Tigrinhos (SC),1863,-
Tijucas (SC),1885,-
Timbé do Sul (SC),3955,-
Timbó (SC),975,-
Timbó Grande (SC),1270,-
Três Barras (SC),9490,-
Treviso (SC),119,-
Treze de Maio (SC),2999,-
Treze Tílias (SC),1557,-
Trombudo Central (SC),1641,-
Tubarão (SC),6602,-
Tunápolis (SC),1900,-
Turvo (SC),12275,-
União do Oeste (SC),2308,-
Urubici (SC),1720,-
Urupema (SC),855,-
Urussanga (SC),1755,-
Vargeão (SC),7104,-
Vargem (SC),5267,-
Vargem Bonita (SC),1454,-
Vidal Ramos (SC),6560,-
Videira (SC),9105,-
Vitor Meireles (SC),4001,-
Witmarsum (SC),2377,-
Xanxerê (SC),18578,-
Xavantina (SC),1586,-
Xaxim (SC),7290,-
Zortéa (SC),8360,-
Balneário Rincão (SC),93,-
Aceguá (RS),31149,-
Água Santa (RS),17708,-
Agudo (RS),19914,-
Ajuricaba (RS),28841,-
Alecrim (RS),4383,-
Alegrete (RS),89401,-
Alegria (RS),11054,-
Almirante Tamandaré do Sul (RS),22933,-
Alpestre (RS),9109,-
Alto Alegre (RS),7688,-
Alto Feliz (RS),433,-
Alvorada (RS),102,-
Amaral Ferrador (RS),6992,-
Ametista do Sul (RS),2147,-
André da Rocha (RS),21971,-
Anta Gorda (RS),10517,-
Antônio Prado (RS),4818,-
Arambaré (RS),21979,-
Araricá (RS),290,-
Aratiba (RS),5042,-
Arroio do Meio (RS),2702,-
Arroio do Sal (RS),127,-
Arroio do Padre (RS),2308,-
Arroio dos Ratos (RS),4182,-
Arroio do Tigre (RS),21052,-
Arroio Grande (RS),86358,-
Arvorezinha (RS),13112,-
Augusto Pestana (RS),29014,-
Áurea (RS),10706,-
Bagé (RS),47965,-
Balneário Pinhal (RS),503,-
Barão (RS),1145,-
Barão de Cotegipe (RS),15973,-
Barão do Triunfo (RS),7067,-
Barracão (RS),27950,-
Barra do Guarita (RS),2745,-
Barra do Quaraí (RS),24860,-
Barra do Ribeiro (RS),17589,-
Barra do Rio Azul (RS),2784,-
Barra Funda (RS),4735,-
Barros Cassal (RS),15133,-
Benjamin Constant do Sul (RS),2667,-
Bento Gonçalves (RS),5275,-
Boa Vista das Missões (RS),28841,-
Boa Vista do Buricá (RS),5004,-
Boa Vista do Cadeado (RS),53838,-
Boa Vista do Incra (RS),37624,-
Boa Vista do Sul (RS),658,-
Bom Jesus (RS),23308,-
Bom Princípio (RS),1146,-
Bom Progresso (RS),6907,-
Bom Retiro do Sul (RS),630,-
Boqueirão do Leão (RS),5847,-
Bossoroca (RS),56474,-
Bozano (RS),17518,-
Braga (RS),11572,-
Brochier (RS),1029,-
Butiá (RS),10063,-
Caçapava do Sul (RS),28566,-
Cacequi (RS),34903,-
Cachoeira do Sul (RS),184031,-
Cachoeirinha (RS),...,...
Cacique Doble (RS),10835,-
Caibaté (RS),22545,-
Caiçara (RS),8928,-
Camaquã (RS),75215,-
Camargo (RS),7394,-
Cambará do Sul (RS),1126,-
Campestre da Serra (RS),13899,-
Campina das Missões (RS),8866,-
Campinas do Sul (RS),21000,-
Campo Bom (RS),188,-
Campo Novo (RS),19015,-
Campos Borges (RS),10711,-
Candelária (RS),44245,-
Cândido Godói (RS),15928,-
Candiota (RS),18669,-
Canela (RS),404,-
Canguçu (RS),69845,-
Canoas (RS),527,-
Canudos do Vale (RS),755,-
Capão Bonito do Sul (RS),36220,-
Capão da Canoa (RS),63,-
Capão do Cipó (RS),74803,-
Capão do Leão (RS),15728,-
Capivari do Sul (RS),16938,-
Capela de Santana (RS),2218,-
Capitão (RS),211,-
Carazinho (RS),44873,-
Caraá (RS),2953,-
Carlos Barbosa (RS),1111,-
Carlos Gomes (RS),4986,-
Casca (RS),11137,-
Caseiros (RS),12506,-
Catuípe (RS),45730,-
Caxias do Sul (RS),12600,-
Centenário (RS),9778,-
Cerrito (RS),7280,-
Cerro Branco (RS),5403,-
Cerro Grande (RS),8226,-
Cerro Grande do Sul (RS),9237,-
Cerro Largo (RS),10487,-
Chapada (RS),51100,-
Charqueadas (RS),6371,-
Charrua (RS),11439,-
Chiapetta (RS),41581,-
Chuí (RS),4455,-
Chuvisca (RS),8249,-
Cidreira (RS),1459,-
Ciríaco (RS),16859,-
Colinas (RS),881,-
Colorado (RS),24817,-
Condor (RS),41636,-
Constantina (RS),15278,-
Coqueiro Baixo (RS),345,-
Coqueiros do Sul (RS),15725,-
Coronel Barros (RS),16055,-
Coronel Bicaco (RS),49621,-
Coronel Pilar (RS),1488,-
Cotiporã (RS),2732,-
Coxilha (RS),45328,-
Crissiumal (RS),18381,-
Cristal (RS),15078,-
Cristal do Sul (RS),8458,-
Cruz Alta (RS),117576,-
Cruzaltense (RS),9946,-
Cruzeiro do Sul (RS),7383,-
David Canabarro (RS),9843,-
Derrubadas (RS),15378,-
Dezesseis de Novembro (RS),2065,-
Dilermando de Aguiar (RS),22610,-
Dois Irmãos (RS),568,-
Dois Irmãos das Missões (RS),22515,-
Dois Lajeados (RS),2590,-
Dom Feliciano (RS),12951,-
Dom Pedro de Alcântara (RS),852,-
Dom Pedrito (RS),129712,-
Dona Francisca (RS),4036,-
Doutor Maurício Cardoso (RS),26349,-
Doutor Ricardo (RS),1692,-
Eldorado do Sul (RS),14310,-
Encantado (RS),1792,-
Encruzilhada do Sul (RS),41794,-
Engenho Velho (RS),7221,-
Entre-Ijuís (RS),50405,-
Entre Rios do Sul (RS),8757,-
Erebango (RS),13540,-
Erechim (RS),13680,-
Ernestina (RS),21137,-
Herval (RS),15694,-
Erval Grande (RS),4893,-
Erval Seco (RS),21577,-
Esmeralda (RS),36598,-
Esperança do Sul (RS),7891,-
Espumoso (RS),69128,-
Estação (RS),7312,-
Estância Velha (RS),100,-
Esteio (RS),200,-
Estrela (RS),3920,-
Estrela Velha (RS),18563,-
Eugênio de Castro (RS),45226,-
Fagundes Varela (RS),2789,-
Farroupilha (RS),5929,-
Faxinal do Soturno (RS),4107,-
Faxinalzinho (RS),6577,-
Fazenda Vilanova (RS),1050,-
Feliz (RS),622,-
Flores da Cunha (RS),6094,-
Floriano Peixoto (RS),8170,-
Fontoura Xavier (RS),9887,-
Formigueiro (RS),17870,-
Forquetinha (RS),880,-
Fortaleza dos Valos (RS),42515,-
Frederico Westphalen (RS),12865,-
Garibaldi (RS),2868,-
Garruchos (RS),23112,-
Gaurama (RS),11171,-
General Câmara (RS),11369,-
Gentil (RS),11474,-
Getúlio Vargas (RS),18347,-
Giruá (RS),98736,-
Glorinha (RS),2988,-
Gramado (RS),1008,-
Gramado dos Loureiros (RS),7638,-
Gramado Xavier (RS),6569,-
Gravataí (RS),608,-
Guabiju (RS),7129,-
Guaíba (RS),4756,-
Guaporé (RS),6741,-
Guarani das Missões (RS),27160,-
Harmonia (RS),1446,-
Herveiras (RS),3629,-
Horizontina (RS),19117,-
Hulha Negra (RS),18801,-
Humaitá (RS),12061,-
Ibarama (RS),7890,-
Ibiaçá (RS),21094,-
Ibiraiaras (RS),16632,-
Ibirapuitã (RS),17503,-
Ibirubá (RS),56955,-
Igrejinha (RS),322,-
Ijuí (RS),61199,-
Ilópolis (RS),8095,-
Imbé (RS),2,-
Imigrante (RS),532,-
Independência (RS),33466,-
Inhacorá (RS),11233,-
Ipê (RS),12772,-
Ipiranga do Sul (RS),13479,-
Iraí (RS),11610,-
Itaara (RS),4173,-
Itacurubi (RS),14469,-
Itapuca (RS),5733,-
Itaqui (RS),111512,-
Itati (RS),517,-
Itatiba do Sul (RS),3959,-
Ivorá (RS),5327,-
Ivoti (RS),286,-
Jaboticaba (RS),10992,-
Jacuizinho (RS),21333,-
Jacutinga (RS),16929,-
Jaguarão (RS),69983,-
Jaguari (RS),15224,-
Jaquirana (RS),1172,-
Jari (RS),51915,-
Jóia (RS),106710,-
Júlio de Castilhos (RS),101789,-
Lagoa Bonita do Sul (RS),4878,-
Lagoão (RS),13287,-
Lagoa dos Três Cantos (RS),13348,-
Lagoa Vermelha (RS),60479,-
Lajeado (RS),1328,-
Lajeado do Bugre (RS),7242,-
Lavras do Sul (RS),23906,-
Liberato Salzano (RS),11905,-
Lindolfo Collor (RS),475,-
Linha Nova (RS),350,-
Machadinho (RS),13744,-
Maçambará (RS),54546,-
Mampituba (RS),3629,-
Manoel Viana (RS),49169,-
Maquiné (RS),2224,-
Maratá (RS),518,-
Marau (RS),44554,-
Marcelino Ramos (RS),6088,-
Mariana Pimentel (RS),4047,-
Mariano Moro (RS),2544,-
Marques de Souza (RS),1400,-
Mata (RS),7094,-
Mato Castelhano (RS),12662,-
Mato Leitão (RS),3036,-
Mato Queimado (RS),9635,-
Maximiliano de Almeida (RS),10157,-
Minas do Leão (RS),11504,-
Miraguaí (RS),8564,-
Montauri (RS),4427,-
Monte Alegre dos Campos (RS),6283,-
Monte Belo do Sul (RS),2696,-
Montenegro (RS),3883,-
Mormaço (RS),12775,-
Morrinhos do Sul (RS),4825,-
Morro Redondo (RS),3265,-
Morro Reuter (RS),693,-
Mostardas (RS),45672,-
Muçum (RS),1907,-
Muitos Capões (RS),92911,-
Muliterno (RS),4613,-
Não-Me-Toque (RS),34398,-
Nicolau Vergueiro (RS),12766,-
Nonoai (RS),25380,-
Nova Alvorada (RS),7533,-
Nova Araçá (RS),2126,-
Nova Bassano (RS),7470,-
Nova Boa Vista (RS),7103,-
Nova Bréscia (RS),522,-
Nova Candelária (RS),4682,-
Nova Esperança do Sul (RS),4547,-
Nova Hartz (RS),597,-
Nova Pádua (RS),2557,-
Nova Palma (RS),9999,-
Nova Petrópolis (RS),2329,-
Nova Prata (RS),4418,-
Nova Ramada (RS),22345,-
Nova Roma do Sul (RS),2441,-
Nova Santa Rita (RS),4361,-
Novo Cabrais (RS),11205,-
Novo Hamburgo (RS),2534,-
Novo Machado (RS),20630,-
Novo Tiradentes (RS),5565,-
Novo Xingu (RS),5395,-
Novo Barreiro (RS),8683,-
Osório (RS),6002,-
Paim Filho (RS),7169,-
Palmares do Sul (RS),23990,-
Palmeira das Missões (RS),133042,-
Palmitinho (RS),2612,-
Panambi (RS),39673,-
Pantano Grande (RS),17548,-
Paraí (RS),2565,-
Paraíso do Sul (RS),13688,-
Pareci Novo (RS),1422,-
Parobé (RS),917,-
Passa Sete (RS),9178,-
Passo do Sobrado (RS),10270,-
Passo Fundo (RS),45788,-
Paulo Bento (RS),10298,-
Paverama (RS),1670,-
Pedras Altas (RS),33969,-
Pedro Osório (RS),12633,-
Pejuçara (RS),41702,-
Pelotas (RS),45520,-
Picada Café (RS),410,-
Pinhal (RS),3521,-
Pinhal da Serra (RS),15509,-
Pinhal Grande (RS),22242,-
Pinheirinho do Vale (RS),3295,-
Pinheiro Machado (RS),7425,-
Pinto Bandeira (RS),2977,-
Pirapó (RS),7982,-
Piratini (RS),42171,-
Planalto (RS),7541,-
Poço das Antas (RS),394,-
Pontão (RS),40778,-
Ponte Preta (RS),6987,-
Portão (RS),1001,-
Porto Alegre (RS),766,-
Porto Lucena (RS),8210,-
Porto Mauá (RS),6147,-
Porto Vera Cruz (RS),1763,-
Porto Xavier (RS),4007,-
Pouso Novo (RS),1281,-
Presidente Lucena (RS),583,-
Progresso (RS),3435,-
Protásio Alves (RS),1757,-
Putinga (RS),4518,-
Quaraí (RS),11990,-
Quatro Irmãos (RS),22106,-
Quevedos (RS),27590,-
Quinze de Novembro (RS),12757,-
Redentora (RS),22796,-
Relvado (RS),1942,-
Restinga Sêca (RS),42960,-
Rio dos Índios (RS),11034,-
Rio Grande (RS),23851,-
Rio Pardo (RS),79279,-
Riozinho (RS),586,-
Roca Sales (RS),4727,-
Rodeio Bonito (RS),6643,-
Rolador (RS),21078,-
Rolante (RS),2311,-
Ronda Alta (RS),32150,-
Rondinha (RS),16209,-
Roque Gonzales (RS),13722,-
Rosário do Sul (RS),59449,-
Sagrada Família (RS),6575,-
Saldanha Marinho (RS),19659,-
Salto do Jacuí (RS),30911,-
Salvador das Missões (RS),5545,-
Salvador do Sul (RS),1326,-
Sananduva (RS),27485,-
Santa Bárbara do Sul (RS),90915,-
Santa Cecília do Sul (RS),11949,-
Santa Clara do Sul (RS),2456,-
Santa Cruz do Sul (RS),16843,-
Santa Maria (RS),55946,-
Santa Maria do Herval (RS),2159,-
Santa Margarida do Sul (RS),44106,-
Santana da Boa Vista (RS),38197,-
Sant'Ana do Livramento (RS),61423,-
Santa Rosa (RS),31026,-
Santa Tereza (RS),1355,-
Santa Vitória do Palmar (RS),89660,-
Santiago (RS),55607,-
Santo Ângelo (RS),55856,-
Santo Antônio do Palma (RS),4433,-
Santo Antônio da Patrulha (RS),23508,-
Santo Antônio das Missões (RS),64754,-
Santo Antônio do Planalto (RS),17898,-
Santo Augusto (RS),54543,-
Santo Cristo (RS),17289,-
Santo Expedito do Sul (RS),6830,-
São Borja (RS),120028,-
São Domingos do Sul (RS),2934,-
São Francisco de Assis (RS),56095,-
São Francisco de Paula (RS),10474,-
São Gabriel (RS),136643,-
São Jerônimo (RS),9548,-
São João da Urtiga (RS),8729,-
São João do Polêsine (RS),2677,-
São Jorge (RS),4603,-
São José das Missões (RS),7216,-
São José do Herval (RS),1162,-
São José do Hortêncio (RS),1584,-
São José do Inhacorá (RS),2788,-
São José do Norte (RS),3665,-
São José do Ouro (RS),22212,-
São José do Sul (RS),1108,-
São José dos Ausentes (RS),3901,-
São Leopoldo (RS),199,-
São Lourenço do Sul (RS),63772,-
São Luiz Gonzaga (RS),120309,-
São Marcos (RS),2730,-
São Martinho (RS),18879,-
São Martinho da Serra (RS),34908,-
São Miguel das Missões (RS),109831,-
São Nicolau (RS),21491,-
São Paulo das Missões (RS),9807,-
São Pedro da Serra (RS),149,-
São Pedro das Missões (RS),9785,-
São Pedro do Butiá (RS),7968,-
São Pedro do Sul (RS),18570,-
São Sebastião do Caí (RS),1517,-
São Sepé (RS),83487,-
São Valentim (RS),5384,-
São Valentim do Sul (RS),1958,-
São Valério do Sul (RS),10485,-
São Vendelino (RS),168,-
São Vicente do Sul (RS),36825,-
Sapiranga (RS),588,-
Sapucaia do Sul (RS),10,-
Sarandi (RS),26235,-
Seberi (RS),23610,-
Sede Nova (RS),11571,-
Segredo (RS),12457,-
Selbach (RS),17048,-
Senador Salgado Filho (RS),13456,-
Sentinela do Sul (RS),6859,-
Serafina Corrêa (RS),4574,-
Sério (RS),693,-
Sertão (RS),39569,-
Sertão Santana (RS),6009,-
Sete de Setembro (RS),10840,-
Severiano de Almeida (RS),6208,-
Silveira Martins (RS),3843,-
Sinimbu (RS),9472,-
Sobradinho (RS),5776,-
Soledade (RS),56132,-
Tabaí (RS),113,-
Tapejara (RS),21264,-
Tapera (RS),18296,-
Tapes (RS),28371,-
Taquara (RS),2011,-
Taquari (RS),4432,-
Taquaruçu do Sul (RS),4961,-
Tavares (RS),4071,-
Tenente Portela (RS),23533,-
Terra de Areia (RS),1357,-
Teutônia (RS),3393,-
Tio Hugo (RS),8365,-
Tiradentes do Sul (RS),10408,-
Toropi (RS),4907,-
Torres (RS),4111,-
Tramandaí (RS),250,-
Travesseiro (RS),575,-
Três Arroios (RS),5754,-
Três Cachoeiras (RS),3593,-
Três Coroas (RS),466,-
Três de Maio (RS),38572,-
Três Forquilhas (RS),1022,-
Três Palmeiras (RS),12452,-
Três Passos (RS),16291,-
Trindade do Sul (RS),17720,-
Triunfo (RS),11501,-
Tucunduva (RS),19353,-
Tunas (RS),9895,-
Tupanci do Sul (RS),6186,-
Tupanciretã (RS),169065,-
Tupandi (RS),974,-
Tuparendi (RS),20581,-
Turuçu (RS),9489,-
Ubiretama (RS),7173,-
União da Serra (RS),4832,-
Unistalda (RS),9832,-
Uruguaiana (RS),82746,-
Vacaria (RS),88239,-
Vale Verde (RS),8830,-
Vale do Sol (RS),12921,-
Vale Real (RS),679,-
Vanini (RS),2335,-
Venâncio Aires (RS),32568,-
Vera Cruz (RS),11531,-
Veranópolis (RS),2290,-
Vespasiano Corrêa (RS),3965,-
Viadutos (RS),14389,-
Viamão (RS),28957,-
Vicente Dutra (RS),11541,-
Victor Graeff (RS),22033,-
Vila Flores (RS),1586,-
Vila Lângaro (RS),13108,-
Vila Maria (RS),10384,-
Vila Nova do Sul (RS),13376,-
Vista Alegre (RS),3488,-
Vista Alegre do Prata (RS),1693,-
Vista Gaúcha (RS),5003,-
Vitória das Missões (RS),17540,-
Westfália (RS),237,-
Xangri-lá (RS),51,-
Água Clara (MS),2767,-
Alcinópolis (MS),11523,-
Amambai (MS),123065,-
Anastácio (MS),11322,-
Anaurilândia (MS),19708,-
Angélica (MS),46115,-
Antônio João (MS),56129,-
Aparecida do Taboado (MS),25584,-
Aquidauana (MS),485,-
Aral Moreira (MS),193987,-
Bandeirantes (MS),86940,-
Bataguassu (MS),10171,-
Batayporã (MS),42012,-
Bela Vista (MS),45553,-
Bodoquena (MS),5147,-
Bonito (MS),85687,-
Brasilândia (MS),8192,-
Caarapó (MS),190284,-
Camapuã (MS),25154,-
Campo Grande (MS),84384,-
Caracol (MS),3791,-
Cassilândia (MS),10762,-
Chapadão do Sul (MS),161682,-
Corguinho (MS),600,-
Coronel Sapucaia (MS),26011,-
Corumbá (MS),1430,-
Costa Rica (MS),178441,-
Coxim (MS),19937,-
Deodápolis (MS),20525,-
Dois Irmãos do Buriti (MS),13223,-
Douradina (MS),26869,-
Dourados (MS),343534,-
Eldorado (MS),31794,-
Fátima do Sul (MS),22229,-
Figueirão (MS),770,-
Glória de Dourados (MS),4409,-
Guia Lopes da Laguna (MS),31440,-
Iguatemi (MS),26313,-
Inocência (MS),476,-
Itaporã (MS),155959,-
Itaquiraí (MS),87734,-
Ivinhema (MS),74570,-
Japorã (MS),6360,-
Jaraguari (MS),21104,-
Jardim (MS),18960,-
Jateí (MS),55579,-
Juti (MS),42510,-
Ladário (MS),49,-
Laguna Carapã (MS),193096,-
Maracaju (MS),526539,-
Miranda (MS),23405,-
Mundo Novo (MS),13520,-
Naviraí (MS),160256,-
Nioaque (MS),5195,-
Nova Alvorada do Sul (MS),141487,-
Nova Andradina (MS),74008,-
Novo Horizonte do Sul (MS),19030,-
Paraíso das Águas (MS),84067,-
Paranaíba (MS),10593,-
Paranhos (MS),12513,-
Pedro Gomes (MS),11546,-
Ponta Porã (MS),404776,-
Porto Murtinho (MS),4485,-
Ribas do Rio Pardo (MS),14191,-
Rio Brilhante (MS),295162,-
Rio Negro (MS),1052,-
Rio Verde de Mato Grosso (MS),21692,-
Rochedo (MS),7253,-
Santa Rita do Pardo (MS),949,-
São Gabriel do Oeste (MS),199390,-
Sete Quedas (MS),28810,-
Selvíria (MS),2414,-
Sidrolândia (MS),388909,-
Sonora (MS),94545,-
Tacuru (MS),20895,-
Taquarussu (MS),13211,-
Terenos (MS),27477,-
