local,total_area_plantada_hectare,total_cacau_semente_hectare
Barra da Estiva (BA),13400,-
Barra do Choça (BA),28685,-
Barra do Mendes (BA),2987,-
Barra do Rocha (BA),7893,7000
Barreiras (BA),237303,8
Barro Alto (BA),4025,-
Barrocas (BA),6116,-
Barro Preto (BA),10370,8925
Belmonte (BA),14592,11201
Belo Campo (BA),4242,-
Biritinga (BA),2823,-
Boa Nova (BA),2103,522
Boa Vista do Tupim (BA),1524,-
Bom Jesus da Lapa (BA),24440,27
Bom Jesus da Serra (BA),2777,-
Boninal (BA),707,-
Bonito (BA),9965,-
Boquira (BA),2165,-
Botuporã (BA),3940,-
Brejões (BA),7281,-
Brejolândia (BA),1850,-
Brotas de Macaúbas (BA),978,-
Brumado (BA),645,-
Buerarema (BA),7688,7327
Buritirama (BA),948,-
Caatiba (BA),1542,941
Cabaceiras do Paraguaçu (BA),5709,-
Cachoeira (BA),4434,84
Caculé (BA),2720,-
Caém (BA),2325,-
Caetanos (BA),1450,-
Caetité (BA),4270,-
Cafarnaum (BA),6220,-
Cairu (BA),4868,2
Caldeirão Grande (BA),4190,-
Camacan (BA),15604,14384
Camaçari (BA),3112,-
Camamu (BA),21494,12948
Campo Alegre de Lourdes (BA),2125,-
Campo Formoso (BA),61017,-
Canápolis (BA),1750,-
Canarana (BA),2444,-
Canavieiras (BA),13062,8727
Candeal (BA),1100,-
Candeias (BA),293,8
Candiba (BA),2739,-
Cândido Sales (BA),7215,-
Cansanção (BA),12144,-
Canudos (BA),2149,-
Capela do Alto Alegre (BA),872,-
Capim Grosso (BA),1967,-
Caraíbas (BA),2887,-
Caravelas (BA),6651,120
Cardeal da Silva (BA),315,-
Carinhanha (BA),2283,-
Casa Nova (BA),9036,-
Castro Alves (BA),1675,-
Catolândia (BA),709,-
Catu (BA),703,-
Caturama (BA),2845,-
Central (BA),22374,-
Chorrochó (BA),200,-
Cícero Dantas (BA),12135,-
Cipó (BA),2008,-
Coaraci (BA),8343,6809
Cocos (BA),25968,-
Conceição da Feira (BA),1007,-
Conceição do Almeida (BA),1457,-
Conceição do Coité (BA),19324,-
Conceição do Jacuípe (BA),180,-
Conde (BA),16053,-
Condeúba (BA),2488,-
Contendas do Sincorá (BA),998,-
Coração de Maria (BA),1790,-
Cordeiros (BA),1260,-
Coribe (BA),4422,-
Coronel João Sá (BA),12000,-
Correntina (BA),296231,-
Cotegipe (BA),8334,-
Cravolândia (BA),1360,148
Crisópolis (BA),7042,-
Cristópolis (BA),13312,-
Cruz das Almas (BA),5022,-
Curaçá (BA),3268,-
Dário Meira (BA),7331,5845
Dias d'Ávila (BA),439,-
Dom Basílio (BA),9100,-
Dom Macedo Costa (BA),1148,10
Elísio Medrado (BA),834,41
Encruzilhada (BA),19880,-
Entre Rios (BA),3274,-
Esplanada (BA),11125,-
Euclides da Cunha (BA),50060,-
Eunápolis (BA),12910,1123
Fátima (BA),15326,-
Feira da Mata (BA),1706,-
Feira de Santana (BA),5100,-
Filadélfia (BA),4728,-
Firmino Alves (BA),1182,1056
Floresta Azul (BA),4000,3830
Formosa do Rio Preto (BA),451025,-
Gandu (BA),11635,8789
Gavião (BA),651,-
Gentio do Ouro (BA),928,-
Glória (BA),6466,-
Gongogi (BA),3874,3394
Governador Mangabeira (BA),5099,-
Guajeru (BA),320,-
Guanambi (BA),4158,-
Guaratinga (BA),8016,5010
Heliópolis (BA),6433,-
Iaçu (BA),3794,-
Ibiassucê (BA),2585,-
Ibicaraí (BA),5205,5023
Ibicoara (BA),14989,-
Ibicuí (BA),6819,5941
Ibipeba (BA),7266,-
Ibipitanga (BA),767,-
Ibiquera (BA),255,-
Ibirapitanga (BA),25033,21835
Ibirapuã (BA),15530,-
Ibirataia (BA),13741,13216
Ibitiara (BA),505,-
Ibititá (BA),3260,-
Ibotirama (BA),2286,-
Ichu (BA),720,-
Igaporã (BA),2980,-
Igrapiúna (BA),14020,3658
Iguaí (BA),8152,5438
Ilhéus (BA),57907,52738
Inhambupe (BA),24790,-
Ipecaetá (BA),1867,-
Ipiaú (BA),8743,8404
Ipirá (BA),2060,-
Ipupiara (BA),1291,-
Irajuba (BA),1708,-
Iramaia (BA),772,-
Iraquara (BA),6663,-
Irará (BA),6974,-
Irecê (BA),796,-
Itabela (BA),15194,3397
Itaberaba (BA),4753,-
Itabuna (BA),10963,10852
Itacaré (BA),17066,15258
Itaeté (BA),330,-
Itagi (BA),7634,6425
Itagibá (BA),10185,9239
Itagimirim (BA),694,114
Itaguaçu da Bahia (BA),1306,-
Itaju do Colônia (BA),1176,1157
Itajuípe (BA),18803,16807
Itamaraju (BA),26186,13664
Itamari (BA),6602,5642
Itambé (BA),3536,2186
Itanagra (BA),781,-
Itanhém (BA),3288,547
Itaparica (BA),34,-
Itapé (BA),1247,1215
Itapebi (BA),4617,3863
Itapetinga (BA),148,38
Itapicuru (BA),12165,-
Itapitanga (BA),2623,2204
Itaquara (BA),1554,-
Itarantim (BA),261,-
Itatim (BA),181,-
Itiruçu (BA),2838,-
Itiúba (BA),4642,-
Itororó (BA),5065,4752
Ituaçu (BA),7339,-
Ituberá (BA),17426,3726
Iuiu (BA),6867,-
Jaborandi (BA),113691,-
Jacaraci (BA),2258,-
Jacobina (BA),18470,-
Jaguaquara (BA),6422,2683
Jaguarari (BA),1266,-
Jaguaripe (BA),5541,31
Jandaíra (BA),13714,-
Jequié (BA),10249,8490
Jeremoabo (BA),12451,-
Jiquiriçá (BA),6132,4904
Jitaúna (BA),7678,6369
João Dourado (BA),1706,-
Juazeiro (BA),28939,-
Jucuruçu (BA),5553,1918
Jussara (BA),3873,-
Jussari (BA),4906,4677
Jussiape (BA),1988,-
Lafaiete Coutinho (BA),1077,-
Lagoa Real (BA),927,-
Laje (BA),8828,3472
Lajedão (BA),3934,-
Lajedinho (BA),240,-
Lajedo do Tabocal (BA),3557,-
Lamarão (BA),1319,-
Lapão (BA),8450,-
Lauro de Freitas (BA),30,-
Lençóis (BA),1871,-
Licínio de Almeida (BA),2040,-
Livramento de Nossa Senhora (BA),15405,-
Luís Eduardo Magalhães (BA),202419,-
Macajuba (BA),388,-
Macarani (BA),223,36
Macaúbas (BA),8795,-
Macururé (BA),350,-
Madre de Deus (BA),15,-
Maetinga (BA),685,-
Maiquinique (BA),141,-
Mairi (BA),1755,-
Malhada (BA),6445,-
Malhada de Pedras (BA),70,-
Manoel Vitorino (BA),741,-
Mansidão (BA),2083,-
Maracás (BA),1775,-
Maragogipe (BA),3673,-
Maraú (BA),19809,14498
Marcionílio Souza (BA),558,-
Mascote (BA),10467,10144
Mata de São João (BA),1961,32
Matina (BA),1460,-
Medeiros Neto (BA),12151,2
Miguel Calmon (BA),5070,-
Milagres (BA),569,-
Mirangaba (BA),9400,-
Mirante (BA),835,-
Monte Santo (BA),16978,-
Morpará (BA),1888,-
Morro do Chapéu (BA),14143,-
Mortugaba (BA),2877,-
Mucugê (BA),10419,-
Mucuri (BA),15008,3383
Mulungu do Morro (BA),8675,-
Mundo Novo (BA),845,-
Muniz Ferreira (BA),863,33
Muquém do São Francisco (BA),30363,-
Muritiba (BA),2617,-
Mutuípe (BA),6980,5154
Nazaré (BA),591,17
Nilo Peçanha (BA),10920,5398
Nordestina (BA),6555,-
Nova Canaã (BA),3317,1217
Nova Fátima (BA),725,-
Nova Ibiá (BA),8067,6659
Nova Itarana (BA),1836,-
Nova Redenção (BA),3037,7
Nova Soure (BA),5863,-
Nova Viçosa (BA),3509,185
Novo Horizonte (BA),1191,-
Novo Triunfo (BA),3227,-
Olindina (BA),4326,-
Oliveira dos Brejinhos (BA),2239,-
Ouriçangas (BA),213,-
Ourolândia (BA),17560,-
Palmas de Monte Alto (BA),4392,-
Palmeiras (BA),597,-
Paramirim (BA),3497,-
Paratinga (BA),9764,-
Paripiranga (BA),29833,-
Pau Brasil (BA),8170,7997
Paulo Afonso (BA),3457,-
Pé de Serra (BA),818,-
Pedrão (BA),494,-
Pedro Alexandre (BA),14288,-
Piatã (BA),2835,-
Pilão Arcado (BA),2160,-
Pindaí (BA),3590,-
Pindobaçu (BA),965,-
Pintadas (BA),510,-
Piraí do Norte (BA),5101,4203
Piripá (BA),1220,-
Piritiba (BA),760,-
Planaltino (BA),1396,-
Planalto (BA),7739,-
Poções (BA),4985,-
Pojuca (BA),98,-
Ponto Novo (BA),2195,-
Porto Seguro (BA),7747,473
Potiraguá (BA),1003,873
Prado (BA),16628,2330
Presidente Dutra (BA),4016,-
Presidente Jânio Quadros (BA),1652,-
Presidente Tancredo Neves (BA),7848,4355
Queimadas (BA),1650,-
Quijingue (BA),20770,-
Quixabeira (BA),578,-
Rafael Jambeiro (BA),2230,-
Remanso (BA),1465,-
Retirolândia (BA),6410,-
Riachão das Neves (BA),167107,-
Riachão do Jacuípe (BA),762,-
Riacho de Santana (BA),9274,-
Ribeira do Amparo (BA),4633,-
Ribeira do Pombal (BA),9490,-
Ribeirão do Largo (BA),4700,-
Rio de Contas (BA),4075,-
Rio do Antônio (BA),1945,-
Rio do Pires (BA),3095,-
Rio Real (BA),25015,-
Rodelas (BA),1465,-
Ruy Barbosa (BA),408,-
Salinas da Margarida (BA),70,-
Salvador (BA),2,-
Santa Bárbara (BA),1850,-
Santa Brígida (BA),5785,-
Santa Cruz Cabrália (BA),1731,83
Santa Cruz da Vitória (BA),893,758
Santa Inês (BA),735,-
Santaluz (BA),18628,-
Santa Luzia (BA),16946,15554
Santa Maria da Vitória (BA),6952,-
Santana (BA),5579,-
Santanópolis (BA),1410,-
Santa Rita de Cássia (BA),4781,-
Santa Terezinha (BA),483,-
Santo Amaro (BA),1659,402
Santo Antônio de Jesus (BA),2335,95
Santo Estêvão (BA),2841,-
São Desidério (BA),546148,-
São Domingos (BA),2960,-
São Félix (BA),1335,-
São Félix do Coribe (BA),3954,-
São Felipe (BA),2649,-
São Francisco do Conde (BA),718,200
São Gabriel (BA),3264,-
São Gonçalo dos Campos (BA),3600,-
São José da Vitória (BA),2992,2828
São José do Jacuípe (BA),660,-
São Miguel das Matas (BA),4188,887
São Sebastião do Passé (BA),244,-
Sapeaçu (BA),3605,-
Sátiro Dias (BA),7051,-
Saubara (BA),282,-
Saúde (BA),2100,-
Seabra (BA),8983,-
Sebastião Laranjeiras (BA),2558,-
Senhor do Bonfim (BA),1670,-
Serra do Ramalho (BA),17690,-
Sento Sé (BA),11242,-
Serra Dourada (BA),3807,-
Serra Preta (BA),760,-
Serrinha (BA),6634,-
Serrolândia (BA),2525,-
Simões Filho (BA),192,2
Sítio do Mato (BA),14450,-
Sítio do Quinto (BA),16720,-
Sobradinho (BA),1881,-
Souto Soares (BA),4990,-
Tabocas do Brejo Velho (BA),1610,-
Tanhaçu (BA),2820,-
Tanque Novo (BA),4805,-
Tanquinho (BA),815,-
Taperoá (BA),13917,2126
Tapiramutá (BA),5440,-
Teixeira de Freitas (BA),9090,211
Teodoro Sampaio (BA),681,-
Teofilândia (BA),3730,-
Teolândia (BA),7319,4957
Terra Nova (BA),6549,5
Tremedal (BA),4635,-
Tucano (BA),23923,-
Uauá (BA),600,-
Ubaíra (BA),7168,4122
Ubaitaba (BA),8026,7027
Ubatã (BA),5948,5094
Uibaí (BA),12627,-
Umburanas (BA),9870,-
Una (BA),31314,19136
Urandi (BA),3400,-
Uruçuca (BA),18321,16763
Utinga (BA),1775,-
Valença (BA),22804,5280
Valente (BA),10598,-
Várzea da Roça (BA),1943,-
Várzea do Poço (BA),4360,-
Várzea Nova (BA),12100,-
Varzedo (BA),2500,97
Vera Cruz (BA),173,-
Vereda (BA),916,164
Vitória da Conquista (BA),13894,-
Wagner (BA),2508,-
Wanderley (BA),9751,-
Wenceslau Guimarães (BA),23182,13506
Xique-Xique (BA),629,-
Abadia dos Dourados (MG),2840,-
Abaeté (MG),2790,-
Abre Campo (MG),7164,-
Acaiaca (MG),211,-
Açucena (MG),1515,-
Água Boa (MG),4591,-
Água Comprida (MG),41340,-
Aguanil (MG),3942,-
Águas Formosas (MG),642,-
Águas Vermelhas (MG),2260,-
Aimorés (MG),4402,-
Aiuruoca (MG),1873,-
Alagoa (MG),123,-
Albertina (MG),1530,-
Além Paraíba (MG),209,-
Alfenas (MG),28802,-
Alfredo Vasconcelos (MG),231,-
Almenara (MG),2242,80
Alpercata (MG),55,-
Alpinópolis (MG),9199,-
Alterosa (MG),8117,-
Alto Caparaó (MG),3446,-
Alto Rio Doce (MG),4234,-
Alvarenga (MG),1584,-
Alvinópolis (MG),597,-
Alvorada de Minas (MG),418,-
Amparo do Serra (MG),703,-
Andradas (MG),9857,-
Cachoeira de Pajeú (MG),878,-
Andrelândia (MG),4009,-
Angelândia (MG),4716,-
Antônio Carlos (MG),576,-
Antônio Dias (MG),161,-
Antônio Prado de Minas (MG),661,-
Araçaí (MG),125,-
Aracitaba (MG),144,-
Araçuaí (MG),2418,-
Araguari (MG),70884,-
Arantina (MG),278,-
Araponga (MG),5456,-
Araporã (MG),10378,-
Arapuá (MG),1110,-
Araújos (MG),634,-
Araxá (MG),18379,-
Arceburgo (MG),3437,-
Arcos (MG),5604,-
Areado (MG),7399,-
Argirita (MG),48,-
Aricanduva (MG),1394,-
Arinos (MG),12884,-
Astolfo Dutra (MG),271,-
Ataléia (MG),971,-
Augusto de Lima (MG),743,-
Baependi (MG),4332,-
Baldim (MG),1833,-
Bambuí (MG),33219,-
Bandeira (MG),784,30
Bandeira do Sul (MG),679,-
Barão de Cocais (MG),320,-
Barão de Monte Alto (MG),184,-
Barbacena (MG),5322,-
Barra Longa (MG),786,-
Barroso (MG),96,-
Bela Vista de Minas (MG),24,-
Belmiro Braga (MG),77,-
Belo Horizonte (MG),...,...
Belo Oriente (MG),477,-
Belo Vale (MG),2429,-
Berilo (MG),1636,-
Bertópolis (MG),229,-
Berizal (MG),658,-
Betim (MG),57,-
Bias Fortes (MG),288,-
Bicas (MG),61,-
Biquinhas (MG),654,-
Boa Esperança (MG),27978,-
Bocaina de Minas (MG),272,-
Bocaiúva (MG),7363,-
Bom Despacho (MG),5869,-
Bom Jardim de Minas (MG),163,-
Bom Jesus da Penha (MG),6875,-
Bom Jesus do Amparo (MG),402,-
Bom Jesus do Galho (MG),3709,-
Bom Repouso (MG),1400,-
Bom Sucesso (MG),4260,-
Bonfim (MG),1810,-
Bonfinópolis de Minas (MG),42233,-
Bonito de Minas (MG),3325,-
Borda da Mata (MG),2560,-
Botelhos (MG),11266,-
Botumirim (MG),1523,-
Brasilândia de Minas (MG),5975,-
Brasília de Minas (MG),2500,-
Brás Pires (MG),859,-
Braúnas (MG),1020,-
Brazópolis (MG),4855,-
Brumadinho (MG),1016,-
Bueno Brandão (MG),5462,-
Buenópolis (MG),3481,-
Bugre (MG),187,-
Buritis (MG),131014,-
Buritizeiro (MG),25290,-
Cabeceira Grande (MG),20955,-
Cabo Verde (MG),10758,-
Cachoeira da Prata (MG),...,...
Cachoeira de Minas (MG),4314,-
Cachoeira Dourada (MG),16943,-
Caetanópolis (MG),224,-
Caeté (MG),282,-
Caiana (MG),3428,-
Cajuri (MG),1563,-
Caldas (MG),5474,-
Camacho (MG),3032,-
Camanducaia (MG),862,-
Cambuí (MG),922,-
Cambuquira (MG),10862,-
Campanário (MG),122,-
Campanha (MG),9948,-
Campestre (MG),14462,-
Campina Verde (MG),21138,-
Campo Azul (MG),1091,-
Campo Belo (MG),7263,-
Campo do Meio (MG),7195,-
Campo Florido (MG),54375,-
Campos Altos (MG),24751,-
Campos Gerais (MG),21759,-
Canaã (MG),2776,-
Canápolis (MG),26139,-
Cana Verde (MG),1694,-
Candeias (MG),14119,-
Cantagalo (MG),1143,-
Caparaó (MG),5882,-
Capela Nova (MG),1928,-
Capelinha (MG),8488,-
Capetinga (MG),6150,-
Capim Branco (MG),186,-
Capinópolis (MG),60910,-
Capitão Andrade (MG),75,-
Capitão Enéas (MG),3147,-
Capitólio (MG),3933,-
Caputira (MG),5735,-
Caraí (MG),1588,-
Caranaíba (MG),1036,-
Carandaí (MG),10073,-
Carangola (MG),4287,-
Caratinga (MG),10509,-
Carbonita (MG),769,-
Careaçu (MG),1762,-
Carlos Chagas (MG),401,-
Carmésia (MG),398,-
Carmo da Cachoeira (MG),19405,-
Carmo da Mata (MG),1746,-
Carmo de Minas (MG),6602,-
Carmo do Cajuru (MG),1500,-
Carmo do Paranaíba (MG),14956,-
Carmo do Rio Claro (MG),24432,-
Carmópolis de Minas (MG),1186,-
Carneirinho (MG),12435,-
Carrancas (MG),5853,-
Carvalhópolis (MG),1990,-
Carvalhos (MG),330,-
Casa Grande (MG),1387,-
Cascalho Rico (MG),3352,-
Cássia (MG),9965,-
Conceição da Barra de Minas (MG),1495,-
Cataguases (MG),389,-
Catas Altas (MG),233,-
Catas Altas da Noruega (MG),753,-
Catuji (MG),1045,-
Catuti (MG),1010,-
Caxambu (MG),440,-
Cedro do Abaeté (MG),134,-
Central de Minas (MG),730,-
Centralina (MG),28296,-
Chácara (MG),14,-
Chalé (MG),3040,-
Chapada do Norte (MG),340,-
Chapada Gaúcha (MG),27788,-
Chiador (MG),44,-
Cipotânea (MG),1027,-
Claraval (MG),4360,-
Claro dos Poções (MG),1595,-
Cláudio (MG),1783,-
Coimbra (MG),1955,-
Coluna (MG),1655,-
Comendador Gomes (MG),18727,-
Comercinho (MG),1052,-
Conceição da Aparecida (MG),11127,-
Conceição das Pedras (MG),2684,-
Conceição das Alagoas (MG),98501,-
Conceição de Ipanema (MG),792,-
Conceição do Mato Dentro (MG),1384,-
Conceição do Pará (MG),540,-
Conceição do Rio Verde (MG),11244,-
Conceição dos Ouros (MG),534,-
Cônego Marinho (MG),2190,-
Confins (MG),20,-
Congonhal (MG),1027,-
Congonhas (MG),304,-
Congonhas do Norte (MG),802,-
Conquista (MG),39745,-
Conselheiro Lafaiete (MG),690,-
Conselheiro Pena (MG),5838,-
Consolação (MG),152,-
Contagem (MG),...,...
Coqueiral (MG),11514,-
Coração de Jesus (MG),10399,-
Cordisburgo (MG),502,-
Cordislândia (MG),7413,-
Corinto (MG),801,-
Coroaci (MG),1131,-
Coromandel (MG),100363,-
Coronel Fabriciano (MG),49,-
Coronel Murta (MG),503,-
Coronel Pacheco (MG),573,-
Coronel Xavier Chaves (MG),1096,-
Córrego Danta (MG),944,-
Córrego do Bom Jesus (MG),412,-
Córrego Fundo (MG),1477,-
Córrego Novo (MG),427,-
Couto de Magalhães de Minas (MG),207,-
Crisólita (MG),553,-
Cristais (MG),12680,-
Cristália (MG),474,-
Cristiano Otoni (MG),846,-
Cristina (MG),3167,-
Crucilândia (MG),742,-
Cruzeiro da Fortaleza (MG),5309,-
Cruzília (MG),6440,-
Cuparaque (MG),555,-
Curral de Dentro (MG),767,-
Curvelo (MG),2552,-
Datas (MG),1060,-
Delfim Moreira (MG),492,-
Delfinópolis (MG),18996,-
Delta (MG),5446,-
Descoberto (MG),144,-
Desterro de Entre Rios (MG),2945,-
Desterro do Melo (MG),1448,-
Diamantina (MG),2257,-
Diogo de Vasconcelos (MG),1599,-
Dionísio (MG),587,-
Divinésia (MG),971,-
Divino (MG),10316,-
Divino das Laranjeiras (MG),113,-
Divinolândia de Minas (MG),495,-
Divinópolis (MG),518,-
Divisa Alegre (MG),256,-
Divisa Nova (MG),3883,-
Divisópolis (MG),1950,-
Dom Bosco (MG),3836,-
Dom Cavati (MG),487,-
Dom Joaquim (MG),517,-
Dom Silvério (MG),245,-
Dom Viçoso (MG),726,-
Dona Euzébia (MG),64,-
Dores de Campos (MG),85,-
Dores de Guanhães (MG),600,-
Dores do Indaiá (MG),212,-
Dores do Turvo (MG),979,-
Doresópolis (MG),967,-
Douradoquara (MG),336,-
Durandé (MG),5280,-
Elói Mendes (MG),12503,-
Engenheiro Caldas (MG),114,-
Engenheiro Navarro (MG),1581,-
Entre Folhas (MG),1247,-
Entre Rios de Minas (MG),5022,-
Ervália (MG),13178,-
Esmeraldas (MG),376,-
Espera Feliz (MG),11650,-
Espinosa (MG),3711,-
Espírito Santo do Dourado (MG),2802,-
Estiva (MG),1294,-
Estrela Dalva (MG),93,-
Estrela do Indaiá (MG),1874,-
Estrela do Sul (MG),13484,-
Eugenópolis (MG),2423,-
Ewbank da Câmara (MG),10,-
Extrema (MG),432,-
Fama (MG),1632,-
Faria Lemos (MG),681,-
Felício dos Santos (MG),1885,-
São Gonçalo do Rio Preto (MG),288,-
Felisburgo (MG),410,-
Felixlândia (MG),1216,-
Fernandes Tourinho (MG),325,-
Ferros (MG),1480,-
Fervedouro (MG),5295,-
Florestal (MG),281,-
Formiga (MG),20622,-
Formoso (MG),39340,-
Fortaleza de Minas (MG),2954,-
Fortuna de Minas (MG),205,-
Francisco Badaró (MG),544,-
Francisco Dumont (MG),438,-
Francisco Sá (MG),3052,-
Franciscópolis (MG),806,-
Frei Gaspar (MG),899,-
Frei Inocêncio (MG),44,-
Frei Lagonegro (MG),654,-
Fronteira (MG),4450,-
Fronteira dos Vales (MG),311,-
Fruta de Leite (MG),1059,-
Frutal (MG),89212,-
Funilândia (MG),470,-
Galiléia (MG),283,-
Gameleiras (MG),807,-
Glaucilândia (MG),1777,-
Goiabeira (MG),40,-
Goianá (MG),259,-
Gonçalves (MG),425,-
Gonzaga (MG),403,-
Gouveia (MG),775,-
Governador Valadares (MG),602,-
Grão Mogol (MG),3174,-
Grupiara (MG),913,-
Guanhães (MG),1142,-
Guapé (MG),9924,-
Guaraciaba (MG),2740,-
Guaraciama (MG),1342,-
Guaranésia (MG),5237,-
Guarani (MG),230,-
Guarará (MG),61,-
Guarda-Mor (MG),81829,-
Guaxupé (MG),7237,-
Guidoval (MG),688,-
Guimarânia (MG),7550,-
Guiricema (MG),866,-
Gurinhatã (MG),9395,-
Heliodora (MG),3960,-
Iapu (MG),197,-
Ibertioga (MG),514,-
Ibiá (MG),67562,-
Ibiaí (MG),3128,-
Ibiracatu (MG),1818,-
Ibiraci (MG),15481,-
Ibirité (MG),14,-
Ibitiúra de Minas (MG),1777,-
Ibituruna (MG),986,-
Icaraí de Minas (MG),4340,-
Igarapé (MG),95,-
Igaratinga (MG),55,-
Iguatama (MG),15943,-
Ijaci (MG),835,-
Ilicínea (MG),7000,-
Imbé de Minas (MG),4680,-
Inconfidentes (MG),1810,-
Indaiabira (MG),4745,-
Indianópolis (MG),31313,-
Ingaí (MG),3628,-
Inhapim (MG),7595,-
Inhaúma (MG),673,-
Inimutaba (MG),280,-
Ipaba (MG),449,-
Ipanema (MG),601,-
Ipatinga (MG),25,-
Ipiaçu (MG),19681,-
Ipuiúna (MG),4883,-
Iraí de Minas (MG),10155,-
Itabira (MG),387,-
Itabirinha (MG),779,-
Itabirito (MG),1003,-
Itacambira (MG),804,-
Itacarambi (MG),4773,-
Itaguara (MG),1089,-
Itaipé (MG),3213,-
Itajubá (MG),623,-
Itamarandiba (MG),2299,-
Itamarati de Minas (MG),476,-
Itambacuri (MG),510,-
Itambé do Mato Dentro (MG),162,-
Itamogi (MG),8950,-
Itamonte (MG),499,-
Itanhandu (MG),167,-
Itanhomi (MG),347,-
Itaobim (MG),710,-
Itapagipe (MG),18423,-
Itapecerica (MG),3818,-
Itapeva (MG),333,-
Itatiaiuçu (MG),317,-
Itaú de Minas (MG),1281,-
Itaúna (MG),665,-
Itaverava (MG),1824,-
Itinga (MG),440,-
Itueta (MG),2587,-
Ituiutaba (MG),56157,-
Itumirim (MG),1488,-
Iturama (MG),30064,-
Itutinga (MG),5224,-
Jaboticatubas (MG),587,-
Jacinto (MG),1972,-
Jacuí (MG),3651,-
Jacutinga (MG),4772,-
Jaguaraçu (MG),194,-
Jaíba (MG),20701,-
Jampruca (MG),300,-
Janaúba (MG),4070,-
Januária (MG),4105,-
Japaraíba (MG),4551,-
Japonvar (MG),1134,-
Jeceaba (MG),517,-
Jenipapo de Minas (MG),468,-
Jequeri (MG),4835,-
Jequitaí (MG),1702,-
Jequitibá (MG),1066,-
Jequitinhonha (MG),2278,-
Jesuânia (MG),2455,-
Joaíma (MG),678,-
Joanésia (MG),241,-
João Monlevade (MG),15,-
João Pinheiro (MG),38712,-
Joaquim Felício (MG),565,-
Jordânia (MG),548,50
José Gonçalves de Minas (MG),640,-
José Raydan (MG),769,-
Josenópolis (MG),658,-
Nova União (MG),1126,-
Juatuba (MG),257,-
Juiz de Fora (MG),271,-
Juramento (MG),1938,-
Juruaia (MG),7103,-
Juvenília (MG),882,-
Ladainha (MG),990,-
Lagamar (MG),5271,-
Lagoa da Prata (MG),10587,-
Lagoa dos Patos (MG),725,-
Lagoa Dourada (MG),9941,-
Lagoa Formosa (MG),18599,-
Lagoa Grande (MG),10208,-
Lagoa Santa (MG),150,-
Lajinha (MG),8398,-
Lambari (MG),7099,-
Lamim (MG),454,-
Laranjal (MG),171,-
Lassance (MG),1814,-
Lavras (MG),9926,-
Leandro Ferreira (MG),162,-
Leme do Prado (MG),371,-
Leopoldina (MG),510,-
Liberdade (MG),593,-
Lima Duarte (MG),1318,-
Limeira do Oeste (MG),25946,-
Lontra (MG),638,-
Luisburgo (MG),6058,-
Luislândia (MG),756,-
Luminárias (MG),3827,-
Luz (MG),11893,-
Machacalis (MG),103,-
Machado (MG),23636,-
Madre de Deus de Minas (MG),24201,-
Malacacheta (MG),3073,-
Mamonas (MG),1938,-
Manga (MG),3129,-
Manhuaçu (MG),16431,-
Manhumirim (MG),5565,-
Mantena (MG),4397,50
Maravilhas (MG),632,-
Mar de Espanha (MG),720,-
Maria da Fé (MG),2041,-
Mariana (MG),2473,-
Marilac (MG),244,-
Mário Campos (MG),...,...
Maripá de Minas (MG),76,-
Marliéria (MG),659,-
Marmelópolis (MG),99,-
Martinho Campos (MG),952,-
Martins Soares (MG),3125,-
Mata Verde (MG),773,-
Materlândia (MG),275,-
Mateus Leme (MG),424,-
Matias Barbosa (MG),33,-
Matias Cardoso (MG),5296,-
Matipó (MG),8135,-
Mato Verde (MG),3225,-
Matozinhos (MG),1318,-
Matutina (MG),1061,-
Medeiros (MG),13414,-
Medina (MG),861,-
Mendes Pimentel (MG),305,-
Mercês (MG),451,-
Mesquita (MG),491,-
Minas Novas (MG),2392,-
Minduri (MG),6380,-
Mirabela (MG),836,-
Miradouro (MG),2347,-
Miraí (MG),1017,-
Miravânia (MG),635,-
Moeda (MG),331,-
Moema (MG),529,-
Monjolos (MG),536,-
Monsenhor Paulo (MG),4163,-
Montalvânia (MG),5845,-
Monte Alegre de Minas (MG),69742,-
Monte Azul (MG),3428,-
Monte Belo (MG),12040,-
Monte Carmelo (MG),41955,-
Monte Formoso (MG),460,-
Monte Santo de Minas (MG),17264,-
Montes Claros (MG),3458,-
Monte Sião (MG),4542,-
Montezuma (MG),2114,-
Morada Nova de Minas (MG),10089,-
Morro da Garça (MG),163,-
Morro do Pilar (MG),237,-
Munhoz (MG),1402,-
Muriaé (MG),2988,-
Mutum (MG),10054,-
Muzambinho (MG),16070,-
Nacip Raydan (MG),120,-
Nanuque (MG),2758,-
Naque (MG),199,-
Natalândia (MG),1560,-
Natércia (MG),2920,-
Nazareno (MG),6653,-
Nepomuceno (MG),17391,-
Ninheira (MG),2482,-
Nova Belém (MG),4562,-
Nova Era (MG),188,-
Nova Lima (MG),1,-
Nova Módica (MG),177,-
Nova Ponte (MG),52843,-
Nova Porteirinha (MG),3152,-
Nova Resende (MG),14840,-
Nova Serrana (MG),60,-
Novo Cruzeiro (MG),8882,-
Novo Oriente de Minas (MG),362,-
Novorizonte (MG),616,-
Olaria (MG),314,-
Olhos-d'Água (MG),858,-
Olímpio Noronha (MG),1539,-
Oliveira (MG),6816,-
Oliveira Fortes (MG),144,-
Onça de Pitangui (MG),211,-
Oratórios (MG),485,-
Orizânia (MG),3911,-
Ouro Branco (MG),679,-
Ouro Fino (MG),8779,-
