local,total_area_plantada_hectare,total_cacau_semente_hectare
Buri (SP),43009,-
Buritama (SP),7211,-
Buritizal (SP),13427,-
Cabrália Paulista (SP),2405,-
Cabreúva (SP),398,-
Caçapava (SP),3440,-
Cachoeira Paulista (SP),427,-
Caconde (SP),8874,-
Cafelândia (SP),35278,-
Caiabu (SP),6693,-
Caieiras (SP),...,...
Caiuá (SP),8533,-
Cajamar (SP),...,...
Cajati (SP),5390,-
Cajobi (SP),12857,-
Cajuru (SP),24291,-
Campina do Monte Alegre (SP),8373,-
Campinas (SP),4690,-
Campo Limpo Paulista (SP),...,...
Campos do Jordão (SP),29,-
Campos Novos Paulista (SP),23863,-
Cananéia (SP),537,-
Canas (SP),405,-
Cândido Mota (SP),71785,-
Cândido Rodrigues (SP),5863,-
Canitar (SP),4170,-
Capão Bonito (SP),34439,-
Capela do Alto (SP),1600,-
Capivari (SP),23006,-
Caraguatatuba (SP),...,...
Carapicuíba (SP),...,...
Cardoso (SP),15029,-
Casa Branca (SP),68003,-
Cássia dos Coqueiros (SP),3214,-
Castilho (SP),29228,-
Catanduva (SP),16410,-
Catiguá (SP),11322,-
Cedral (SP),8219,-
Cerqueira César (SP),20200,-
Cerquilho (SP),2966,-
Cesário Lange (SP),14342,-
Charqueada (SP),11408,-
Clementina (SP),5661,-
Colina (SP),31709,-
Colômbia (SP),53169,-
Conchal (SP),8883,-
Conchas (SP),1842,-
Cordeirópolis (SP),11491,-
Coroados (SP),14743,-
Coronel Macedo (SP),21300,-
Corumbataí (SP),4701,-
Cosmópolis (SP),7316,-
Cosmorama (SP),12848,-
Cotia (SP),...,...
Cravinhos (SP),22772,-
Cristais Paulista (SP),14345,-
Cruzália (SP),19128,-
Cruzeiro (SP),294,-
Cubatão (SP),...,...
Cunha (SP),3400,-
Descalvado (SP),37170,-
Dirce Reis (SP),2186,-
Divinolândia (SP),4951,-
Dobrada (SP),10429,-
Dois Córregos (SP),40190,-
Dolcinópolis (SP),2536,-
Dourado (SP),7350,-
Dracena (SP),15079,-
Duartina (SP),1145,-
Dumont (SP),9750,-
Echaporã (SP),13916,-
Eldorado (SP),4575,-
Elias Fausto (SP),13238,-
Elisiário (SP),6721,-
Embaúba (SP),7166,-
Embu das Artes (SP),...,...
Embu-Guaçu (SP),...,...
Emilianópolis (SP),5770,-
Engenheiro Coelho (SP),4447,-
Espírito Santo do Pinhal (SP),11989,-
Espírito Santo do Turvo (SP),8165,-
Estrela d'Oeste (SP),10750,-
Estrela do Norte (SP),8695,-
Euclides da Cunha Paulista (SP),7129,-
Fartura (SP),9215,-
Fernandópolis (SP),16764,-
Fernando Prestes (SP),11301,-
Fernão (SP),1439,-
Ferraz de Vasconcelos (SP),...,...
Flora Rica (SP),6054,-
Floreal (SP),5365,-
Flórida Paulista (SP),21921,-
Florínea (SP),21103,-
Franca (SP),13128,-
Francisco Morato (SP),-,-
Franco da Rocha (SP),...,...
Gabriel Monteiro (SP),4634,-
Gália (SP),5720,-
Garça (SP),17406,-
Gastão Vidigal (SP),4352,-
Gavião Peixoto (SP),13862,-
General Salgado (SP),12025,-
Getulina (SP),31464,-
Glicério (SP),12966,-
Guaiçara (SP),10800,-
Guaimbê (SP),7066,-
Guaíra (SP),106082,-
Guapiaçu (SP),20966,-
Guapiara (SP),16235,-
Guará (SP),28268,-
Guaraçaí (SP),25492,-
Guaraci (SP),42624,-
Guarani d'Oeste (SP),1719,-
Guarantã (SP),12949,-
Guararapes (SP),43530,-
Guararema (SP),653,-
Guaratinguetá (SP),2890,-
Guareí (SP),6074,-
Guariba (SP),24883,-
Guarujá (SP),5,-
Guarulhos (SP),...,...
Guatapará (SP),25964,-
Guzolândia (SP),2833,-
Herculândia (SP),18195,-
Holambra (SP),3066,-
Hortolândia (SP),72,-
Iacanga (SP),21391,-
Iacri (SP),16377,-
Iaras (SP),13242,-
Ibaté (SP),16432,-
Ibirá (SP),15970,-
Ibirarema (SP),25240,-
Ibitinga (SP),39089,-
Ibiúna (SP),2342,-
Icém (SP),8961,-
Iepê (SP),36386,-
Igaraçu do Tietê (SP),7328,-
Igarapava (SP),29424,-
Igaratá (SP),61,-
Iguape (SP),2455,-
Ilhabela (SP),...,...
Ilha Solteira (SP),18560,-
Indaiatuba (SP),4378,-
Indiana (SP),720,-
Indiaporã (SP),4881,-
Inúbia Paulista (SP),3685,-
Ipaussu (SP),13530,-
Iperó (SP),2303,-
Ipeúna (SP),5546,-
Ipiguá (SP),3186,-
Iporanga (SP),650,-
Ipuã (SP),39950,-
Iracemápolis (SP),8848,-
Irapuã (SP),16449,-
Irapuru (SP),5218,-
Itaberá (SP),97502,-
Itaí (SP),51530,-
Itajobi (SP),36528,-
Itaju (SP),8085,-
Itanhaém (SP),2856,-
Itaoca (SP),110,-
Itapecerica da Serra (SP),...,...
Itapetininga (SP),65023,-
Itapeva (SP),106767,-
Itapevi (SP),...,...
Itapira (SP),12223,-
Itapirapuã Paulista (SP),452,-
Itápolis (SP),62628,-
Itaporanga (SP),10989,-
Itapuí (SP),9741,-
Itapura (SP),11193,-
Itaquaquecetuba (SP),...,...
Itararé (SP),43135,-
Itariri (SP),3910,-
Itatiba (SP),2743,-
Itatinga (SP),6415,-
Itirapina (SP),9834,-
Itirapuã (SP),2779,-
Itobi (SP),10194,-
Itu (SP),2697,-
Itupeva (SP),1821,-
Ituverava (SP),58796,-
Jaborandi (SP),23479,-
Jaboticabal (SP),67680,-
Jacareí (SP),152,-
Jaci (SP),7256,-
Jacupiranga (SP),3216,-
Jaguariúna (SP),4897,-
Jales (SP),6081,-
Jambeiro (SP),77,-
Jandira (SP),...,...
Jardinópolis (SP),38519,-
Jarinu (SP),1171,-
Jaú (SP),45724,-
Jeriquara (SP),10274,-
Joanópolis (SP),134,-
João Ramalho (SP),27701,-
José Bonifácio (SP),43997,-
Júlio Mesquita (SP),1853,-
Jumirim (SP),610,-
Jundiaí (SP),2408,-
Junqueirópolis (SP),31698,-
Juquiá (SP),3235,-
Juquitiba (SP),...,...
Lagoinha (SP),250,-
Laranjal Paulista (SP),160,-
Lavínia (SP),20247,-
Lavrinhas (SP),75,-
Leme (SP),28426,-
Lençóis Paulista (SP),46472,-
Limeira (SP),20864,-
Lindóia (SP),222,-
Lins (SP),32527,-
Lorena (SP),470,-
Lourdes (SP),3936,-
Louveira (SP),569,-
Lucélia (SP),8195,-
Lucianópolis (SP),1733,-
Luís Antônio (SP),30036,-
Luiziânia (SP),5464,-
Lupércio (SP),3263,-
Lutécia (SP),24316,-
Macatuba (SP),14049,-
Macaubal (SP),8868,-
Macedônia (SP),6912,-
Magda (SP),14570,-
Mairinque (SP),775,-
Mairiporã (SP),...,...
Manduri (SP),15612,-
Marabá Paulista (SP),25004,-
Maracaí (SP),62305,-
Marapoama (SP),6093,-
Mariápolis (SP),1928,-
Marília (SP),11616,-
Marinópolis (SP),1078,-
Martinópolis (SP),28390,-
Matão (SP),29807,-
Mauá (SP),...,...
Mendonça (SP),8240,-
Meridiano (SP),6949,-
Mesópolis (SP),7207,-
Miguelópolis (SP),65933,-
Mineiros do Tietê (SP),13206,-
Miracatu (SP),3960,-
Mira Estrela (SP),1996,-
Mirandópolis (SP),26730,-
Mirante do Paranapanema (SP),24134,-
Mirassol (SP),11802,-
Mirassolândia (SP),9155,-
Mococa (SP),31970,-
Mogi das Cruzes (SP),1710,-
Mogi Guaçu (SP),33906,-
Mogi Mirim (SP),23514,-
Mombuca (SP),8163,-
Monções (SP),9214,-
Mongaguá (SP),460,-
Monte Alegre do Sul (SP),1049,-
Monte Alto (SP),16464,-
Monte Aprazível (SP),28309,-
Monte Azul Paulista (SP),18139,-
Monte Castelo (SP),8155,-
Monteiro Lobato (SP),15,-
Monte Mor (SP),9100,-
Morro Agudo (SP),114152,-
Morungaba (SP),1179,-
Motuca (SP),12149,-
Murutinga do Sul (SP),2238,-
Nantes (SP),24713,-
Narandiba (SP),20067,-
Natividade da Serra (SP),55,-
Nazaré Paulista (SP),596,-
Neves Paulista (SP),10484,-
Nhandeara (SP),17267,-
Nipoã (SP),8944,-
Nova Aliança (SP),11754,-
Nova Campina (SP),1448,-
Nova Canaã Paulista (SP),1627,-
Nova Castilho (SP),6620,-
Nova Europa (SP),9660,-
Nova Granada (SP),28345,-
Nova Guataporanga (SP),766,-
Nova Independência (SP),9605,-
Novais (SP),6185,-
Nova Luzitânia (SP),1148,-
Nova Odessa (SP),3000,-
Novo Horizonte (SP),45668,-
Nuporanga (SP),32253,-
Ocauçu (SP),7012,-
Óleo (SP),10520,-
Olímpia (SP),48323,-
Onda Verde (SP),11636,-
Oriente (SP),4408,-
Orindiúva (SP),13336,-
Orlândia (SP),20649,-
Osasco (SP),...,...
Oscar Bressane (SP),3322,-
Osvaldo Cruz (SP),6173,-
Ourinhos (SP),21910,-
Ouroeste (SP),8893,-
Ouro Verde (SP),12564,-
Pacaembu (SP),11790,-
Palestina (SP),35120,-
Palmares Paulista (SP),6570,-
Palmeira d'Oeste (SP),3294,-
Palmital (SP),65742,-
Panorama (SP),8450,-
Paraguaçu Paulista (SP),64088,-
Paraibuna (SP),88,-
Paraíso (SP),10262,-
Paranapanema (SP),29400,-
Paranapuã (SP),4198,-
Parapuã (SP),11807,-
Pardinho (SP),5929,-
Pariquera-Açu (SP),1584,-
Parisi (SP),2239,-
Patrocínio Paulista (SP),24168,-
Paulicéia (SP),13153,-
Paulínia (SP),3737,-
Paulistânia (SP),698,-
Paulo de Faria (SP),35301,-
Pederneiras (SP),40881,-
Pedra Bela (SP),1512,-
Pedranópolis (SP),7534,-
Pedregulho (SP),20635,-
Pedreira (SP),204,-
Pedrinhas Paulista (SP),17659,-
Pedro de Toledo (SP),1834,-
Penápolis (SP),39923,-
Pereira Barreto (SP),29925,-
Pereiras (SP),760,-
Peruíbe (SP),1821,-
Piacatu (SP),7699,-
Piedade (SP),4795,-
Pilar do Sul (SP),12820,-
Pindamonhangaba (SP),1899,-
Pindorama (SP),10236,-
Pinhalzinho (SP),1507,-
Piquerobi (SP),3969,-
Piquete (SP),50,-
Piracaia (SP),280,-
Piracicaba (SP),58113,-
Piraju (SP),17207,-
Pirajuí (SP),21907,-
Pirangi (SP),14022,-
Pirapora do Bom Jesus (SP),...,...
Pirapozinho (SP),25144,-
Pirassununga (SP),40185,-
Piratininga (SP),3277,-
Pitangueiras (SP),37072,-
Planalto (SP),13292,-
Platina (SP),26144,-
Poá (SP),...,...
Poloni (SP),7635,-
Pompéia (SP),15547,-
Pongaí (SP),6164,-
Pontal (SP),30245,-
Pontalinda (SP),5410,-
Pontes Gestal (SP),13057,-
Populina (SP),13433,-
Porangaba (SP),1366,-
Porto Feliz (SP),16457,-
Porto Ferreira (SP),12107,-
Potim (SP),350,-
Potirendaba (SP),18876,-
Pracinha (SP),656,-
Pradópolis (SP),15801,-
Praia Grande (SP),...,...
Pratânia (SP),9900,-
Presidente Alves (SP),1375,-
Presidente Bernardes (SP),6263,-
Presidente Epitácio (SP),28297,-
Presidente Prudente (SP),6684,-
Presidente Venceslau (SP),11466,-
Promissão (SP),29969,-
Quadra (SP),6100,-
Quatá (SP),31894,-
Queiroz (SP),8902,-
Queluz (SP),77,-
Quintana (SP),10190,-
Rafard (SP),5955,-
Rancharia (SP),77873,-
Redenção da Serra (SP),...,...
Regente Feijó (SP),3814,-
Reginópolis (SP),13213,-
Registro (SP),3848,-
Restinga (SP),17107,-
Ribeira (SP),342,-
Ribeirão Bonito (SP),25709,-
Ribeirão Branco (SP),7984,-
Ribeirão Corrente (SP),9784,-
Ribeirão do Sul (SP),17726,-
Ribeirão dos Índios (SP),4298,-
Ribeirão Grande (SP),1796,-
Ribeirão Pires (SP),...,...
Ribeirão Preto (SP),32440,-
Riversul (SP),6000,-
Rifaina (SP),3307,-
Rincão (SP),21690,-
Rinópolis (SP),6247,-
Rio Claro (SP),14060,-
Rio das Pedras (SP),16919,-
Rio Grande da Serra (SP),...,...
Riolândia (SP),21325,-
Rosana (SP),10473,-
Roseira (SP),1140,-
Rubiácea (SP),8822,-
Rubinéia (SP),2843,-
Sabino (SP),9498,-
Sagres (SP),5160,-
Sales (SP),10660,-
Sales Oliveira (SP),24486,-
Salesópolis (SP),423,-
Salmourão (SP),6876,-
Saltinho (SP),3553,-
Salto (SP),2686,-
Salto de Pirapora (SP),2649,-
Salto Grande (SP),19480,-
Sandovalina (SP),33798,-
Santa Adélia (SP),26166,-
Santa Albertina (SP),5599,-
Santa Bárbara d'Oeste (SP),10866,-
Santa Branca (SP),123,-
Santa Clara d'Oeste (SP),596,-
Santa Cruz da Conceição (SP),4888,-
Santa Cruz da Esperança (SP),6843,-
Santa Cruz das Palmeiras (SP),21903,-
Santa Cruz do Rio Pardo (SP),50643,-
Santa Ernestina (SP),7598,-
Santa Fé do Sul (SP),1459,-
Santa Gertrudes (SP),5112,-
Santa Isabel (SP),178,-
Santa Lúcia (SP),15109,-
Santa Maria da Serra (SP),6712,-
Santa Mercedes (SP),10048,-
Santana da Ponte Pensa (SP),2349,-
Santana de Parnaíba (SP),...,...
Santa Rita d'Oeste (SP),4341,-
Santa Rita do Passa Quatro (SP),19032,-
Santa Rosa de Viterbo (SP),11318,-
Santa Salete (SP),998,-
Santo Anastácio (SP),9190,-
Santo André (SP),...,...
Santo Antônio da Alegria (SP),7814,-
Santo Antônio de Posse (SP),6899,-
Santo Antônio do Aracanguá (SP),25836,-
Santo Antônio do Jardim (SP),4398,-
Santo Antônio do Pinhal (SP),116,-
Santo Expedito (SP),1756,-
Santópolis do Aguapeí (SP),4415,-
Santos (SP),...,...
São Bento do Sapucaí (SP),1198,-
São Bernardo do Campo (SP),...,...
São Carlos (SP),39630,-
São Francisco (SP),1742,-
São João da Boa Vista (SP),18705,-
São João das Duas Pontes (SP),2228,-
São João de Iracema (SP),4336,-
São João do Pau d'Alho (SP),6539,-
São Joaquim da Barra (SP),29392,-
São José da Bela Vista (SP),21314,-
São José do Barreiro (SP),170,-
São José do Rio Pardo (SP),8855,-
São José do Rio Preto (SP),8263,-
São José dos Campos (SP),157,-
São Lourenço da Serra (SP),...,...
São Luiz do Paraitinga (SP),20,-
São Manuel (SP),35260,-
São Miguel Arcanjo (SP),18281,-
São Paulo (SP),87,-
São Pedro (SP),16395,-
São Pedro do Turvo (SP),27033,-
São Roque (SP),1560,-
São Sebastião (SP),...,...
São Sebastião da Grama (SP),10288,-
São Simão (SP),25522,-
São Vicente (SP),...,...
Sarapuí (SP),1618,-
Sarutaiá (SP),5310,-
Sebastianópolis do Sul (SP),7698,-
Serra Azul (SP),16386,-
Serrana (SP),8840,-
Serra Negra (SP),3827,-
Sertãozinho (SP),32766,-
Sete Barras (SP),4480,-
Severínia (SP),8824,-
Silveiras (SP),187,-
Socorro (SP),5658,-
Sorocaba (SP),1530,-
Sud Mennucci (SP),15733,-
Sumaré (SP),3930,-
Suzano (SP),...,...
Suzanápolis (SP),9469,-
Tabapuã (SP),25589,-
Tabatinga (SP),16802,-
Taboão da Serra (SP),...,...
Taciba (SP),27330,-
Taguaí (SP),4630,-
Taiaçu (SP),7542,-
Taiúva (SP),9694,-
Tambaú (SP),35263,-
Tanabi (SP),35618,-
Tapiraí (SP),450,-
Tapiratiba (SP),7937,-
Taquaral (SP),4562,-
Taquaritinga (SP),36747,-
Taquarituba (SP),30420,-
Taquarivaí (SP),23795,-
Tarabai (SP),3500,-
Tarumã (SP),27684,-
Tatuí (SP),11160,-
Taubaté (SP),523,-
Tejupá (SP),9769,-
Teodoro Sampaio (SP),43258,-
Terra Roxa (SP),16165,-
Tietê (SP),16817,-
Timburi (SP),2850,-
Torre de Pedra (SP),...,...
Torrinha (SP),10383,-
Trabiju (SP),2184,-
Tremembé (SP),1870,-
Três Fronteiras (SP),2603,-
Tuiuti (SP),1663,-
Tupã (SP),17133,-
Tupi Paulista (SP),7781,-
Turiúba (SP),3720,-
Turmalina (SP),6357,-
Ubarana (SP),14474,-
Ubatuba (SP),...,...
Ubirajara (SP),2387,-
Uchoa (SP),15840,-
União Paulista (SP),4915,-
Urânia (SP),4769,-
Uru (SP),2953,-
Urupês (SP),20151,-
Valentim Gentil (SP),4005,-
Valinhos (SP),988,-
Valparaíso (SP),48413,-
Vargem (SP),577,-
Vargem Grande do Sul (SP),16909,-
Vargem Grande Paulista (SP),...,...
Várzea Paulista (SP),...,...
Vera Cruz (SP),3163,-
Vinhedo (SP),138,-
Viradouro (SP),16957,-
Vista Alegre do Alto (SP),6779,-
Vitória Brasil (SP),1343,-
Votorantim (SP),436,-
Votuporanga (SP),11604,-
Zacarias (SP),9865,-
Chavantes (SP),13385,-
Estiva Gerbi (SP),3192,-
Abatiá (PR),19615,-
Adrianópolis (PR),6126,-
Agudos do Sul (PR),7822,-
Almirante Tamandaré (PR),3183,-
Altamira do Paraná (PR),2110,-
Altônia (PR),7365,-
Alto Paraná (PR),9755,-
Alto Piquiri (PR),46850,-
Alvorada do Sul (PR),45078,-
Amaporã (PR),10008,-
Ampére (PR),13998,-
Anahy (PR),14097,-
Andirá (PR),30387,-
Ângulo (PR),12977,-
Antonina (PR),869,-
Antônio Olinto (PR),19813,-
Apucarana (PR),46182,-
Arapongas (PR),43202,-
Arapoti (PR),63926,-
Arapuã (PR),32137,-
Araruna (PR),42758,-
Araucária (PR),25207,-
Ariranha do Ivaí (PR),29202,-
Assaí (PR),51849,-
Assis Chateaubriand (PR),143179,-
Astorga (PR),43567,-
Atalaia (PR),11782,-
Balsa Nova (PR),14925,-
Bandeirantes (PR),36707,-
Barbosa Ferraz (PR),25533,-
Barracão (PR),6358,-
Barra do Jacaré (PR),19619,-
Bela Vista da Caroba (PR),9563,-
Bela Vista do Paraíso (PR),34013,-
Bituruna (PR),8404,-
Boa Esperança (PR),50793,-
Boa Esperança do Iguaçu (PR),7315,-
Boa Ventura de São Roque (PR),28367,-
Boa Vista da Aparecida (PR),10453,-
Bocaiúva do Sul (PR),6939,-
Bom Jesus do Sul (PR),8597,-
Bom Sucesso (PR),14427,-
Bom Sucesso do Sul (PR),34799,-
Borrazópolis (PR),25713,-
Braganey (PR),38163,-
Brasilândia do Sul (PR),38428,-
Cafeara (PR),10234,-
Cafelândia (PR),46019,-
Cafezal do Sul (PR),10557,-
Califórnia (PR),12722,-
Cambará (PR),44962,-
Cambé (PR),72453,-
Cambira (PR),13058,-
Campina da Lagoa (PR),59975,-
Campina do Simão (PR),13857,-
Campina Grande do Sul (PR),2113,-
Campo Bonito (PR),35174,-
Campo do Tenente (PR),12897,-
Campo Largo (PR),21062,-
Campo Magro (PR),5715,-
Campo Mourão (PR),81996,-
Cândido de Abreu (PR),47760,-
Candói (PR),84794,-
Cantagalo (PR),25259,-
Capanema (PR),37843,-
Capitão Leônidas Marques (PR),21416,-
Carambeí (PR),41081,-
Carlópolis (PR),14464,-
Cascavel (PR),196277,-
Castro (PR),130241,-
Catanduvas (PR),39291,-
Centenário do Sul (PR),20294,-
Cerro Azul (PR),20028,-
Céu Azul (PR),49920,-
Chopinzinho (PR),49900,-
Cianorte (PR),32666,-
Cidade Gaúcha (PR),10727,-
Clevelândia (PR),54085,-
Colombo (PR),1152,-
Colorado (PR),22071,-
Congonhinhas (PR),32866,-
Conselheiro Mairinck (PR),12966,-
Contenda (PR),15326,-
Corbélia (PR),77335,-
Cornélio Procópio (PR),64397,-
Coronel Domingos Soares (PR),18462,-
Coronel Vivida (PR),49881,-
Corumbataí do Sul (PR),6153,-
Cruzeiro do Iguaçu (PR),8334,-
Cruzeiro do Oeste (PR),26625,-
Cruzeiro do Sul (PR),14066,-
Cruz Machado (PR),31824,-
Cruzmaltina (PR),13386,-
Curitiba (PR),113,-
Curiúva (PR),17112,-
Diamante do Norte (PR),4581,-
Diamante do Sul (PR),2690,-
Diamante D'Oeste (PR),10077,-
Dois Vizinhos (PR),32642,-
Douradina (PR),9109,-
Doutor Camargo (PR),18866,-
Enéas Marques (PR),6084,-
Engenheiro Beltrão (PR),57975,-
Esperança Nova (PR),1002,-
Entre Rios do Oeste (PR),10461,-
Espigão Alto do Iguaçu (PR),14995,-
Farol (PR),35137,-
Faxinal (PR),23845,-
Fazenda Rio Grande (PR),2600,-
Fênix (PR),29550,-
Fernandes Pinheiro (PR),25182,-
Figueira (PR),3495,-
Floraí (PR),23081,-
Flor da Serra do Sul (PR),13285,-
Floresta (PR),25213,-
Florestópolis (PR),20507,-
Flórida (PR),4902,-
Formosa do Oeste (PR),26963,-
Foz do Iguaçu (PR),25285,-
Francisco Alves (PR),31259,-
Francisco Beltrão (PR),30013,-
Foz do Jordão (PR),15505,-
General Carneiro (PR),8230,-
Godoy Moreira (PR),6822,-
Goioerê (PR),56074,-
Goioxim (PR),30738,-
Grandes Rios (PR),7912,-
Guaíra (PR),67321,-
Guairaçá (PR),18330,-
Guamiranga (PR),14439,-
Guapirama (PR),17603,-
Guaporema (PR),8743,-
Guaraci (PR),6360,-
Guaraniaçu (PR),24631,-
Guarapuava (PR),134822,-
Guaraqueçaba (PR),1716,-
Guaratuba (PR),3710,-
Honório Serpa (PR),27909,-
Ibaiti (PR),36170,-
Ibema (PR),11627,-
Ibiporã (PR),33645,-
Icaraíma (PR),17946,-
Iguaraçu (PR),20676,-
Iguatu (PR),11091,-
Imbaú (PR),4499,-
Imbituva (PR),47804,-
Inácio Martins (PR),6229,-
Inajá (PR),7311,-
Indianópolis (PR),5822,-
Ipiranga (PR),41583,-
Iporã (PR),30332,-
Iracema do Oeste (PR),13780,-
Irati (PR),68555,-
Iretama (PR),18842,-
Itaguajé (PR),4727,-
Itaipulândia (PR),22129,-
Itambaracá (PR),24359,-
Itambé (PR),35307,-
Itapejara d'Oeste (PR),34698,-
Itaperuçu (PR),4039,-
Itaúna do Sul (PR),2633,-
Ivaí (PR),32535,-
Ivaiporã (PR),29187,-
Ivaté (PR),18763,-
Ivatuba (PR),16818,-
Jaboti (PR),5196,-
Jacarezinho (PR),35504,-
Jaguapitã (PR),24635,-
Jaguariaíva (PR),29108,-
Jandaia do Sul (PR),9890,-
Janiópolis (PR),41883,-
Japira (PR),12333,-
Japurá (PR),20066,-
Jardim Alegre (PR),20071,-
Jardim Olinda (PR),6167,-
Jataizinho (PR),14203,-
Jesuítas (PR),27727,-
Joaquim Távora (PR),6828,-
Jundiaí do Sul (PR),18435,-
Juranda (PR),56578,-
Jussara (PR),26764,-
Kaloré (PR),21294,-
Lapa (PR),70427,-
Laranjal (PR),3141,-
Laranjeiras do Sul (PR),26383,-
Leópolis (PR),39525,-
Lidianópolis (PR),10528,-
Lindoeste (PR),16522,-
Loanda (PR),6600,-
Lobato (PR),17905,-
Londrina (PR),115545,-
Luiziana (PR),79695,-
Lunardelli (PR),8559,-
Lupionópolis (PR),9075,-
Mallet (PR),25148,-
Mamborê (PR),101765,-
Mandaguaçu (PR),25677,-
Mandaguari (PR),10209,-
Mandirituba (PR),7164,-
Manfrinópolis (PR),3557,-
Mangueirinha (PR),62694,-
Manoel Ribas (PR),42692,-
Marechal Cândido Rondon (PR),60342,-
Maria Helena (PR),5609,-
Marialva (PR),52241,-
Marilândia do Sul (PR),43612,-
Marilena (PR),5955,-
Mariluz (PR),36580,-
Maringá (PR),48166,-
Mariópolis (PR),26418,-
Maripá (PR),43405,-
Marmeleiro (PR),27155,-
Marquinho (PR),7663,-
Marumbi (PR),8334,-
Matelândia (PR),23418,-
Matinhos (PR),48,-
Mato Rico (PR),15543,-
Mauá da Serra (PR),9121,-
Medianeira (PR),25038,-
Mercedes (PR),16207,-
Mirador (PR),10566,-
Miraselva (PR),2249,-
Missal (PR),30900,-
Moreira Sales (PR),24593,-
Morretes (PR),773,-
Munhoz de Melo (PR),11459,-
Nossa Senhora das Graças (PR),10244,-
Nova Aliança do Ivaí (PR),4274,-
Nova América da Colina (PR),11580,-
Nova Aurora (PR),63189,-
Nova Cantu (PR),30805,-
Nova Esperança (PR),16940,-
Nova Esperança do Sudoeste (PR),3837,-
Nova Fátima (PR),25811,-
Nova Laranjeiras (PR),11207,-
Nova Londrina (PR),6838,-
Nova Olímpia (PR),3429,-
Nova Santa Bárbara (PR),10435,-
Nova Santa Rosa (PR),28390,-
Nova Prata do Iguaçu (PR),31099,-
Nova Tebas (PR),15495,-
Novo Itacolomi (PR),7641,-
Ortigueira (PR),54989,-
Ourizona (PR),24744,-
Ouro Verde do Oeste (PR),23240,-
Paiçandu (PR),21462,-
Palmas (PR),33526,-
Palmeira (PR),90150,-
Palmital (PR),7275,-
Palotina (PR),91997,-
Paraíso do Norte (PR),13697,-
Paranacity (PR),20737,-
Paranaguá (PR),576,-
Paranapoema (PR),7472,-
Paranavaí (PR),22729,-
Pato Bragado (PR),10307,-
Pato Branco (PR),56172,-
Paula Freitas (PR),24569,-
Paulo Frontin (PR),23129,-
Peabiru (PR),47080,-
Perobal (PR),14607,-
Pérola (PR),1878,-
Pérola d'Oeste (PR),20297,-
Piên (PR),12543,-
Pinhais (PR),45,-
Pinhalão (PR),14002,-
Pinhal de São Bento (PR),3350,-
Pinhão (PR),68558,-
Piraí do Sul (PR),60095,-
Piraquara (PR),804,-
Pitanga (PR),79400,-
Pitangueiras (PR),16050,-
Planaltina do Paraná (PR),4984,-
Planalto (PR),24311,-
Ponta Grossa (PR),96060,-
Pontal do Paraná (PR),86,-
Porecatu (PR),16656,-
Porto Amazonas (PR),10567,-
Porto Barreiro (PR),12859,-
Porto Rico (PR),1444,-
Porto Vitória (PR),3667,-
Prado Ferreira (PR),17539,-
Pranchita (PR),27987,-
Presidente Castelo Branco (PR),8694,-
Primeiro de Maio (PR),46847,-
Prudentópolis (PR),82512,-
Quarto Centenário (PR),46651,-
Quatiguá (PR),4133,-
Quatro Barras (PR),645,-
Quatro Pontes (PR),17896,-
Quedas do Iguaçu (PR),27209,-
Querência do Norte (PR),18976,-
Quinta do Sol (PR),40888,-
Quitandinha (PR),20658,-
Ramilândia (PR),9276,-
Rancho Alegre (PR),25462,-
Rancho Alegre D'Oeste (PR),35673,-
Realeza (PR),34581,-
Rebouças (PR),38441,-
Renascença (PR),48931,-
Reserva (PR),68373,-
Reserva do Iguaçu (PR),26532,-
Ribeirão Claro (PR),12554,-
Ribeirão do Pinhal (PR),25551,-
Rio Azul (PR),25913,-
Rio Bom (PR),12730,-
Rio Bonito do Iguaçu (PR),29500,-
Rio Branco do Ivaí (PR),12063,-
Rio Branco do Sul (PR),9062,-
Rio Negro (PR),17807,-
Rolândia (PR),58385,-
Roncador (PR),51377,-
Rondon (PR),23414,-
Rosário do Ivaí (PR),3880,-
Sabáudia (PR),17059,-
Salgado Filho (PR),9062,-
Salto do Itararé (PR),14985,-
Salto do Lontra (PR),20475,-
Santa Amélia (PR),10203,-
Santa Cecília do Pavão (PR),12301,-
Santa Cruz de Monte Castelo (PR),13729,-
Santa Fé (PR),17922,-
Santa Helena (PR),54522,-
Santa Inês (PR),6497,-
Santa Isabel do Ivaí (PR),7510,-
Santa Izabel do Oeste (PR),24704,-
Santa Lúcia (PR),12994,-
Santa Maria do Oeste (PR),16349,-
Santa Mariana (PR),59765,-
Santa Mônica (PR),8637,-
Santana do Itararé (PR),20660,-
Santa Tereza do Oeste (PR),43857,-
Santa Terezinha de Itaipu (PR),32896,-
Santo Antônio da Platina (PR),44622,-
Santo Antônio do Caiuá (PR),3186,-
Santo Antônio do Paraíso (PR),15936,-
Santo Antônio do Sudoeste (PR),23701,-
Santo Inácio (PR),12648,-
São Carlos do Ivaí (PR),15816,-
São Jerônimo da Serra (PR),41341,-
São João (PR),44865,-
São João do Caiuá (PR),5969,-
São João do Ivaí (PR),39414,-
São João do Triunfo (PR),18426,-
São Jorge d'Oeste (PR),18139,-
São Jorge do Ivaí (PR),56028,-
São Jorge do Patrocínio (PR),3404,-
São José da Boa Vista (PR),29307,-
